profile_id,instrument_symbol,contract_code,period,group_key,block_reason,market_data_file_id,evidence_source
intraday_research_v1,im,im.MAIN,1m,im|im.MAIN|1m,checksum_not_verified,71548,rulebook
intraday_research_v1,im,im.MAIN,30m,im|im.MAIN|30m,checksum_not_verified,71643,rulebook
intraday_research_v1,im,im.MAIN,5m,im|im.MAIN|5m,checksum_not_verified,71641,rulebook
intraday_research_v1,im,im.MAIN,60m,im|im.MAIN|60m,checksum_not_verified,71644,rulebook
intraday_research_v1,j,j.MAIN,15m,j|j.MAIN|15m,checksum_not_verified,71434,rulebook
intraday_research_v1,j,j.MAIN,1d,j|j.MAIN|1d,sealing_unverified,56478,rulebook
intraday_research_v1,j,j.MAIN,1d,j|j.MAIN|1d,checksum_not_verified,82690,rulebook
intraday_research_v1,j,j.MAIN,1m,j|j.MAIN|1m,checksum_not_verified,71314,rulebook
intraday_research_v1,j,j.MAIN,1m,j|j.MAIN|1m,checksum_not_verified,82782,rulebook
intraday_research_v1,j,j.MAIN,30m,j|j.MAIN|30m,checksum_not_verified,71435,rulebook
intraday_research_v1,j,j.MAIN,5m,j|j.MAIN|5m,checksum_not_verified,71433,rulebook
intraday_research_v1,j,j.MAIN,60m,j|j.MAIN|60m,checksum_not_verified,71436,rulebook
intraday_research_v1,jd,jd.MAIN,15m,jd|jd.MAIN|15m,checksum_not_verified,71594,rulebook
intraday_research_v1,jd,jd.MAIN,1d,jd|jd.MAIN|1d,sealing_unverified,56480,rulebook
intraday_research_v1,jd,jd.MAIN,1d,jd|jd.MAIN|1d,checksum_not_verified,82703,rulebook
intraday_research_v1,jd,jd.MAIN,1m,jd|jd.MAIN|1m,checksum_not_verified,71536,rulebook
intraday_research_v1,jd,jd.MAIN,1m,jd|jd.MAIN|1m,checksum_not_verified,82760,rulebook
intraday_research_v1,jd,jd.MAIN,30m,jd|jd.MAIN|30m,checksum_not_verified,71595,rulebook
intraday_research_v1,jd,jd.MAIN,5m,jd|jd.MAIN|5m,checksum_not_verified,71593,rulebook
intraday_research_v1,jd,jd.MAIN,60m,jd|jd.MAIN|60m,checksum_not_verified,71596,rulebook
intraday_research_v1,jm,jm.MAIN,15m,jm|jm.MAIN|15m,checksum_not_verified,71338,rulebook
intraday_research_v1,jm,jm.MAIN,1d,jm|jm.MAIN|1d,sealing_unverified,56482,rulebook
intraday_research_v1,jm,jm.MAIN,1d,jm|jm.MAIN|1d,checksum_not_verified,82699,rulebook
intraday_research_v1,jm,jm.MAIN,1m,jm|jm.MAIN|1m,checksum_not_verified,71290,rulebook
intraday_research_v1,jm,jm.MAIN,1m,jm|jm.MAIN|1m,checksum_not_verified,82791,rulebook
intraday_research_v1,jm,jm.MAIN,30m,jm|jm.MAIN|30m,checksum_not_verified,71339,rulebook
intraday_research_v1,jm,jm.MAIN,5m,jm|jm.MAIN|5m,checksum_not_verified,71337,rulebook
intraday_research_v1,jm,jm.MAIN,60m,jm|jm.MAIN|60m,checksum_not_verified,71340,rulebook
intraday_research_v1,jr,jr.MAIN,15m,jr|jr.MAIN|15m,checksum_not_verified,71598,rulebook
intraday_research_v1,jr,jr.MAIN,1d,jr|jr.MAIN|1d,quality_policy_violation,56484,rulebook
intraday_research_v1,jr,jr.MAIN,1d,jr|jr.MAIN|1d,quality_policy_violation,82704,rulebook
