product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason
ic,dominant_main,60m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
if,dominant_main,15m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
if,dominant_main,1d,derived_from_1m,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
if,dominant_main,1d,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
if,dominant_main,1m,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
if,dominant_main,1w,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
if,dominant_main,30m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
if,dominant_main,5m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
if,dominant_main,60m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ih,dominant_main,15m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ih,dominant_main,1d,derived_from_1m,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ih,dominant_main,1d,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ih,dominant_main,1m,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ih,dominant_main,1w,direct,2015-04-16,,absent,2015-04-17,2015-04-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ih,dominant_main,30m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ih,dominant_main,5m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ih,dominant_main,60m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
im,dominant_main,15m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
im,dominant_main,1d,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
im,dominant_main,1d,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
im,dominant_main,1m,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
im,dominant_main,1w,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
im,dominant_main,30m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
im,dominant_main,5m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
im,dominant_main,60m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
j,dominant_main,15m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
j,dominant_main,1d,derived_from_1m,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
j,dominant_main,1d,direct,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
j,dominant_main,1m,direct,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
j,dominant_main,1w,direct,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
j,dominant_main,30m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
j,dominant_main,5m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
j,dominant_main,60m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jd,dominant_main,15m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jd,dominant_main,1d,derived_from_1m,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jd,dominant_main,1d,direct,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jd,dominant_main,1m,direct,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jd,dominant_main,1w,direct,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jd,dominant_main,30m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jd,dominant_main,5m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jd,dominant_main,60m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jm,dominant_main,15m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jm,dominant_main,1d,derived_from_1m,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jm,dominant_main,1d,direct,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jm,dominant_main,1m,direct,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jm,dominant_main,1w,direct,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jm,dominant_main,30m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jm,dominant_main,5m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jm,dominant_main,60m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jr,dominant_main,15m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jr,dominant_main,1d,derived_from_1m,2013-11-18,,absent,2013-11-18,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jr,dominant_main,1d,direct,2013-11-18,,absent,2013-11-18,2013-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jr,dominant_main,1m,direct,2013-11-18,,absent,2013-11-18,2013-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jr,dominant_main,1w,direct,2013-11-18,,absent,2013-11-22,2013-11-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
jr,dominant_main,30m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jr,dominant_main,5m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
jr,dominant_main,60m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l,dominant_main,15m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l,dominant_main,1d,derived_from_1m,2007-07-31,,absent,2007-07-31,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l,dominant_main,1d,direct,2007-07-31,,absent,2007-07-31,2007-07-31,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
l,dominant_main,1m,direct,2007-07-31,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
l,dominant_main,1w,direct,2007-07-31,,absent,2007-08-03,2007-08-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
l,dominant_main,30m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l,dominant_main,5m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l,dominant_main,60m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l_f,dominant_main,15m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l_f,dominant_main,1d,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l_f,dominant_main,1d,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
l_f,dominant_main,1m,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
l_f,dominant_main,1w,direct,2025-10-29,,absent,2025-10-31,2025-10-31,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
l_f,dominant_main,30m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l_f,dominant_main,5m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
l_f,dominant_main,60m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lc,dominant_main,15m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lc,dominant_main,1d,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lc,dominant_main,1d,direct,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lc,dominant_main,1m,direct,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lc,dominant_main,1w,direct,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lc,dominant_main,30m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lc,dominant_main,5m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lc,dominant_main,60m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lg,dominant_main,15m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lg,dominant_main,1d,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lg,dominant_main,1d,direct,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lg,dominant_main,1m,direct,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lg,dominant_main,1w,direct,2024-11-18,,absent,2024-11-22,2024-11-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lg,dominant_main,30m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lg,dominant_main,5m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lg,dominant_main,60m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lh,dominant_main,15m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lh,dominant_main,1d,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lh,dominant_main,1d,direct,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lh,dominant_main,1m,direct,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lh,dominant_main,1w,direct,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lh,dominant_main,30m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lh,dominant_main,5m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lh,dominant_main,60m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lu,dominant_main,15m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lu,dominant_main,1d,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lu,dominant_main,1d,direct,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lu,dominant_main,1m,direct,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lu,dominant_main,1w,direct,2020-06-22,,absent,2020-06-24,2020-06-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
lu,dominant_main,30m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lu,dominant_main,5m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
lu,dominant_main,60m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
m,dominant_main,15m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
m,dominant_main,1d,derived_from_1m,2000-07-17,,absent,2000-07-17,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
m,dominant_main,1d,direct,2000-07-17,,absent,2000-07-17,2000-07-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
m,dominant_main,1m,direct,2000-07-17,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
m,dominant_main,1w,direct,2000-07-17,,absent,2000-07-21,2000-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
m,dominant_main,30m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
m,dominant_main,5m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
m,dominant_main,60m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ma,dominant_main,15m,derived_from_1m,2014-06-17,,absent,2020-01-02,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ma,dominant_main,1d,derived_from_1m,2014-06-17,,absent,2014-06-17,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ma,dominant_main,1d,direct,2014-06-17,,absent,2014-06-17,2014-06-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
