product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason,physical_coverage,registration,quality,reference_metadata,evidence_path_count,identity_conflict
sr,dominant_main,30m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sr,dominant_main,5m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sr,dominant_main,60m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ss,dominant_main,15m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ss,dominant_main,1d,derived_from_1m,2019-09-25,,absent,2019-09-25,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ss,dominant_main,1d,direct,2019-09-25,,absent,2019-09-25,2019-09-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ss,dominant_main,1m,direct,2019-09-25,,absent,2019-09-25,2019-09-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ss,dominant_main,1w,direct,2019-09-25,,absent,2019-09-27,2019-09-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ss,dominant_main,30m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ss,dominant_main,5m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ss,dominant_main,60m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
t,dominant_main,15m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
t,dominant_main,1d,derived_from_1m,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
t,dominant_main,1d,direct,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
t,dominant_main,1m,direct,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
t,dominant_main,1w,direct,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
t,dominant_main,30m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
t,dominant_main,5m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
t,dominant_main,60m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ta,dominant_main,15m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ta,dominant_main,1d,derived_from_1m,2006-12-18,,absent,2006-12-18,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ta,dominant_main,1d,direct,2006-12-18,,absent,2006-12-18,2006-12-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ta,dominant_main,1m,direct,2006-12-18,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ta,dominant_main,1w,direct,2006-12-18,,absent,2006-12-22,2006-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ta,dominant_main,30m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ta,dominant_main,5m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ta,dominant_main,60m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
tf,dominant_main,15m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
tf,dominant_main,1d,derived_from_1m,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
tf,dominant_main,1d,direct,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
tf,dominant_main,1m,direct,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,warning,gap,4,False
tf,dominant_main,1w,direct,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
tf,dominant_main,30m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
tf,dominant_main,5m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
tf,dominant_main,60m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
tl,dominant_main,15m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
tl,dominant_main,1d,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
tl,dominant_main,1d,direct,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
tl,dominant_main,1m,direct,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
tl,dominant_main,1w,direct,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
tl,dominant_main,30m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
tl,dominant_main,5m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
tl,dominant_main,60m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ts,dominant_main,15m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ts,dominant_main,1d,derived_from_1m,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ts,dominant_main,1d,direct,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ts,dominant_main,1m,direct,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ts,dominant_main,1w,direct,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ts,dominant_main,30m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ts,dominant_main,5m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ts,dominant_main,60m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ur,dominant_main,15m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ur,dominant_main,1d,derived_from_1m,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ur,dominant_main,1d,direct,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ur,dominant_main,1m,direct,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ur,dominant_main,1w,direct,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ur,dominant_main,30m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ur,dominant_main,5m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ur,dominant_main,60m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
v,dominant_main,15m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
v,dominant_main,1d,derived_from_1m,2009-05-25,,absent,2009-05-25,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
v,dominant_main,1d,direct,2009-05-25,,absent,2009-05-25,2009-05-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
v,dominant_main,1m,direct,2009-05-25,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
v,dominant_main,1w,direct,2009-05-25,,absent,2009-05-27,2009-05-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
v,dominant_main,30m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
v,dominant_main,5m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
v,dominant_main,60m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
v_f,dominant_main,15m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
v_f,dominant_main,1d,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
v_f,dominant_main,1d,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
v_f,dominant_main,1m,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
v_f,dominant_main,1w,direct,2025-10-29,,absent,2025-10-31,2025-10-31,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
v_f,dominant_main,30m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
v_f,dominant_main,5m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
v_f,dominant_main,60m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
wh,dominant_main,15m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wh,dominant_main,1d,derived_from_1m,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
wh,dominant_main,1d,direct,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
wh,dominant_main,1m,direct,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
wh,dominant_main,1w,direct,2012-07-24,,absent,2012-07-27,2012-07-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,4,False
wh,dominant_main,30m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wh,dominant_main,5m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wh,dominant_main,60m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wr,dominant_main,15m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wr,dominant_main,1d,derived_from_1m,2009-03-27,,absent,2009-03-27,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
wr,dominant_main,1d,direct,2009-03-27,,absent,2009-03-27,2009-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
wr,dominant_main,1m,direct,2009-03-27,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
wr,dominant_main,1w,direct,2009-03-27,,absent,2009-03-27,2009-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
wr,dominant_main,30m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wr,dominant_main,5m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
wr,dominant_main,60m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
y,dominant_main,15m,derived_from_1m,2006-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
y,dominant_main,1d,derived_from_1m,2006-01-09,,absent,2006-01-09,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
y,dominant_main,1d,direct,2006-01-09,,absent,2006-01-09,2006-01-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
y,dominant_main,1m,direct,2006-01-09,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
y,dominant_main,1w,direct,2006-01-09,,absent,2006-01-13,2006-01-13,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
y,dominant_main,30m,derived_from_1m,2006-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
y,dominant_main,5m,derived_from_1m,2006-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
y,dominant_main,60m,derived_from_1m,2006-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zc,dominant_main,15m,derived_from_1m,2015-05-18,,absent,2020-01-02,2015-05-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zc,dominant_main,1d,derived_from_1m,2015-05-18,,absent,2015-05-18,2015-05-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
zc,dominant_main,1d,direct,2015-05-18,,absent,2015-05-18,2015-05-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
zc,dominant_main,1m,direct,2015-05-18,,absent,2015-05-18,2015-05-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
zc,dominant_main,1w,direct,2015-05-18,,absent,2015-05-22,2015-05-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
zc,dominant_main,30m,derived_from_1m,2015-05-18,,absent,2020-01-02,2015-05-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zc,dominant_main,5m,derived_from_1m,2015-05-18,,absent,2020-01-02,2015-05-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zc,dominant_main,60m,derived_from_1m,2015-05-18,,absent,2020-01-02,2015-05-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zn,dominant_main,15m,derived_from_1m,2007-03-26,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zn,dominant_main,1d,derived_from_1m,2007-03-26,,absent,2007-03-26,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
zn,dominant_main,1d,direct,2007-03-26,,absent,2007-03-26,2007-03-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
zn,dominant_main,1m,direct,2007-03-26,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
zn,dominant_main,1w,direct,2007-03-26,,absent,2007-03-30,2007-03-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
zn,dominant_main,30m,derived_from_1m,2007-03-26,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zn,dominant_main,5m,derived_from_1m,2007-03-26,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
zn,dominant_main,60m,derived_from_1m,2007-03-26,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
