product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason,physical_coverage,registration,quality,reference_metadata,evidence_path_count,identity_conflict
lc,dominant_main,1m,direct,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lc,dominant_main,1w,direct,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lc,dominant_main,30m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lc,dominant_main,5m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lc,dominant_main,60m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lg,dominant_main,15m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lg,dominant_main,1d,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
lg,dominant_main,1d,direct,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lg,dominant_main,1m,direct,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
lg,dominant_main,1w,direct,2024-11-18,,absent,2024-11-22,2024-11-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lg,dominant_main,30m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lg,dominant_main,5m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lg,dominant_main,60m,derived_from_1m,2024-11-18,,absent,2024-11-18,2024-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lh,dominant_main,15m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lh,dominant_main,1d,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
lh,dominant_main,1d,direct,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lh,dominant_main,1m,direct,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
lh,dominant_main,1w,direct,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lh,dominant_main,30m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lh,dominant_main,5m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lh,dominant_main,60m,derived_from_1m,2021-01-08,,absent,2021-01-08,2021-01-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lu,dominant_main,15m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lu,dominant_main,1d,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
lu,dominant_main,1d,direct,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lu,dominant_main,1m,direct,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
lu,dominant_main,1w,direct,2020-06-22,,absent,2020-06-24,2020-06-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
lu,dominant_main,30m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lu,dominant_main,5m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lu,dominant_main,60m,derived_from_1m,2020-06-22,,absent,2020-06-22,2020-06-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
m,dominant_main,15m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
m,dominant_main,1d,derived_from_1m,2000-07-17,,absent,2000-07-17,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
m,dominant_main,1d,direct,2000-07-17,,absent,2000-07-17,2000-07-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
m,dominant_main,1m,direct,2000-07-17,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
m,dominant_main,1w,direct,2000-07-17,,absent,2000-07-21,2000-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
m,dominant_main,30m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
m,dominant_main,5m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
m,dominant_main,60m,derived_from_1m,2000-07-17,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ma,dominant_main,15m,derived_from_1m,2014-06-17,,absent,2020-01-02,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ma,dominant_main,1d,derived_from_1m,2014-06-17,,absent,2014-06-17,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ma,dominant_main,1d,direct,2014-06-17,,absent,2014-06-17,2014-06-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ma,dominant_main,1m,direct,2014-06-17,,absent,2014-06-17,2014-06-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ma,dominant_main,1w,direct,2014-06-17,,absent,2014-06-20,2014-06-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ma,dominant_main,30m,derived_from_1m,2014-06-17,,absent,2020-01-02,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ma,dominant_main,5m,derived_from_1m,2014-06-17,,absent,2020-01-02,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ma,dominant_main,60m,derived_from_1m,2014-06-17,,absent,2020-01-02,2014-06-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ni,dominant_main,15m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ni,dominant_main,1d,derived_from_1m,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ni,dominant_main,1d,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ni,dominant_main,1m,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ni,dominant_main,1w,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ni,dominant_main,30m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ni,dominant_main,5m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ni,dominant_main,60m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
nr,dominant_main,15m,derived_from_1m,2019-08-12,,absent,2020-01-02,2019-08-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
nr,dominant_main,1d,derived_from_1m,2019-08-12,,absent,2019-08-12,2019-08-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
nr,dominant_main,1d,direct,2019-08-12,,absent,2019-08-12,2019-08-12,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
nr,dominant_main,1m,direct,2019-08-12,,absent,2019-08-12,2019-08-12,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
nr,dominant_main,1w,direct,2019-08-12,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
nr,dominant_main,30m,derived_from_1m,2019-08-12,,absent,2020-01-02,2019-08-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
nr,dominant_main,5m,derived_from_1m,2019-08-12,,absent,2020-01-02,2019-08-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
nr,dominant_main,60m,derived_from_1m,2019-08-12,,absent,2020-01-02,2019-08-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
oi,dominant_main,15m,derived_from_1m,2012-07-16,,absent,2020-01-02,2012-07-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
oi,dominant_main,1d,derived_from_1m,2012-07-16,,absent,2012-07-16,2012-07-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
oi,dominant_main,1d,direct,2012-07-16,,absent,2012-07-16,2012-07-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
oi,dominant_main,1m,direct,2012-07-16,,absent,2012-07-16,2012-07-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
oi,dominant_main,1w,direct,2012-07-16,,absent,2012-07-20,2012-07-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
oi,dominant_main,30m,derived_from_1m,2012-07-16,,absent,2020-01-02,2012-07-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
oi,dominant_main,5m,derived_from_1m,2012-07-16,,absent,2020-01-02,2012-07-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
oi,dominant_main,60m,derived_from_1m,2012-07-16,,absent,2020-01-02,2012-07-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
op,dominant_main,15m,derived_from_1m,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
op,dominant_main,1d,derived_from_1m,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
op,dominant_main,1d,direct,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
op,dominant_main,1m,direct,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
op,dominant_main,1w,direct,2025-09-10,,absent,2025-09-12,2025-09-12,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
op,dominant_main,30m,derived_from_1m,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
op,dominant_main,5m,derived_from_1m,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
op,dominant_main,60m,derived_from_1m,2025-09-10,,absent,2025-09-10,2025-09-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
p,dominant_main,15m,derived_from_1m,2007-10-29,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
p,dominant_main,1d,derived_from_1m,2007-10-29,,absent,2007-10-29,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
p,dominant_main,1d,direct,2007-10-29,,absent,2007-10-29,2007-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
p,dominant_main,1m,direct,2007-10-29,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
p,dominant_main,1w,direct,2007-10-29,,absent,2007-11-02,2007-11-02,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
p,dominant_main,30m,derived_from_1m,2007-10-29,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
p,dominant_main,5m,derived_from_1m,2007-10-29,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
p,dominant_main,60m,derived_from_1m,2007-10-29,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pb,dominant_main,15m,derived_from_1m,2011-03-24,,absent,2020-01-02,2011-03-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pb,dominant_main,1d,derived_from_1m,2011-03-24,,absent,2011-03-24,2011-03-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
pb,dominant_main,1d,direct,2011-03-24,,absent,2011-03-24,2011-03-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
pb,dominant_main,1m,direct,2011-03-24,,absent,2011-03-24,2011-03-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pb,dominant_main,1w,direct,2011-03-24,,absent,2011-03-25,2011-03-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
pb,dominant_main,30m,derived_from_1m,2011-03-24,,absent,2020-01-02,2011-03-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pb,dominant_main,5m,derived_from_1m,2011-03-24,,absent,2020-01-02,2011-03-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pb,dominant_main,60m,derived_from_1m,2011-03-24,,absent,2020-01-02,2011-03-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pd,dominant_main,15m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pd,dominant_main,1d,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pd,dominant_main,1d,direct,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pd,dominant_main,1m,direct,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pd,dominant_main,1w,direct,2025-11-27,,absent,2025-11-28,2025-11-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pd,dominant_main,30m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pd,dominant_main,5m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pd,dominant_main,60m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pf,dominant_main,15m,derived_from_1m,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pf,dominant_main,1d,derived_from_1m,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pf,dominant_main,1d,direct,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pf,dominant_main,1m,direct,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pf,dominant_main,1w,direct,2020-10-12,,absent,2020-10-16,2020-10-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pf,dominant_main,30m,derived_from_1m,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pf,dominant_main,5m,derived_from_1m,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pf,dominant_main,60m,derived_from_1m,2020-10-12,,absent,2020-10-12,2020-10-12,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pg,dominant_main,15m,derived_from_1m,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pg,dominant_main,1d,derived_from_1m,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pg,dominant_main,1d,direct,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pg,dominant_main,1m,direct,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pg,dominant_main,1w,direct,2020-03-30,,absent,2020-04-03,2020-04-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pg,dominant_main,30m,derived_from_1m,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pg,dominant_main,5m,derived_from_1m,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pg,dominant_main,60m,derived_from_1m,2020-03-30,,absent,2020-03-30,2020-03-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pk,dominant_main,15m,derived_from_1m,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pk,dominant_main,1d,derived_from_1m,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pk,dominant_main,1d,direct,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pk,dominant_main,1m,direct,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pk,dominant_main,1w,direct,2021-02-01,,absent,2021-02-05,2021-02-05,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pk,dominant_main,30m,derived_from_1m,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pk,dominant_main,5m,derived_from_1m,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pk,dominant_main,60m,derived_from_1m,2021-02-01,,absent,2021-02-01,2021-02-01,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pl,dominant_main,15m,derived_from_1m,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pl,dominant_main,1d,derived_from_1m,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pl,dominant_main,1d,direct,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pl,dominant_main,1m,direct,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pl,dominant_main,1w,direct,2025-07-22,,absent,2025-07-25,2025-07-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pl,dominant_main,30m,derived_from_1m,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pl,dominant_main,5m,derived_from_1m,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pl,dominant_main,60m,derived_from_1m,2025-07-22,,absent,2025-07-22,2025-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pm,dominant_main,15m,derived_from_1m,2012-01-17,,absent,2020-01-02,2012-01-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pm,dominant_main,1d,derived_from_1m,2012-01-17,,absent,2012-01-17,2012-01-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
pm,dominant_main,1d,direct,2012-01-17,,absent,2012-01-17,2012-01-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
pm,dominant_main,1m,direct,2012-01-17,,absent,2012-01-17,2012-01-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pm,dominant_main,1w,direct,2012-01-17,,absent,2012-01-20,2012-01-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,warning,gap,5,False
pm,dominant_main,30m,derived_from_1m,2012-01-17,,absent,2020-01-02,2012-01-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pm,dominant_main,5m,derived_from_1m,2012-01-17,,absent,2020-01-02,2012-01-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pm,dominant_main,60m,derived_from_1m,2012-01-17,,absent,2020-01-02,2012-01-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pp,dominant_main,15m,derived_from_1m,2014-02-28,,absent,2020-01-02,2014-02-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pp,dominant_main,1d,derived_from_1m,2014-02-28,,absent,2014-02-28,2014-02-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
pp,dominant_main,1d,direct,2014-02-28,,absent,2014-02-28,2014-02-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
pp,dominant_main,1m,direct,2014-02-28,,absent,2014-02-28,2014-02-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pp,dominant_main,1w,direct,2014-02-28,,absent,2014-02-28,2014-02-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
pp,dominant_main,30m,derived_from_1m,2014-02-28,,absent,2020-01-02,2014-02-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pp,dominant_main,5m,derived_from_1m,2014-02-28,,absent,2020-01-02,2014-02-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pp,dominant_main,60m,derived_from_1m,2014-02-28,,absent,2020-01-02,2014-02-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
pp_f,dominant_main,15m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pp_f,dominant_main,1d,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pp_f,dominant_main,1d,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pp_f,dominant_main,1m,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
