profile_id,product,period,quality_policy,active_binding_count,profile_eligibility,reason
intraday_research_v1,al,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ao,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ao,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ao,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ao,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ao,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ao,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ap,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ap,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ap,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ap,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ap,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ap,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,au,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,au,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,au,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,au,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,au,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,au,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,b,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,b,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,b,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,b,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,b,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,b,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,bb,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,bb,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,bb,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,bb,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
