profile_id,instrument_symbol,contract_code,period,previous_binding_id,previous_market_data_file_id,previous_data_version,next_market_data_file_id,next_data_version
long_horizon_daily_v1,sc,sc.MAIN,1w,3682,56531,rqdata_sc_standard_1w_20200102_20260711_v2,79810,rqdata_sc_standard_1w_20180326_20260711_v2
long_horizon_daily_v1,sf,sf.MAIN,1d,3740,56532,rqdata_sf_standard_1d_20200102_20260711_v2,82710,rqdata_sf_standard_1d_20140808_20260711_v2
long_horizon_daily_v1,sf,sf.MAIN,1w,3741,56533,rqdata_sf_standard_1w_20200102_20260711_v2,79811,rqdata_sf_standard_1w_20140808_20260711_v2
long_horizon_daily_v1,sh,sh.MAIN,1d,3754,41216,rqdata_sh_standard_1d_20230103_20260707_v2,71694,rqdata_sh_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,sh,sh.MAIN,1w,3755,55734,rqdata_sh_standard_1w_20230103_20260710_v2,71695,rqdata_sh_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,sm,sm.MAIN,1d,3823,56536,rqdata_sm_standard_1d_20200102_20260711_v2,82711,rqdata_sm_standard_1d_20140808_20260711_v2
long_horizon_daily_v1,sm,sm.MAIN,1w,3824,56537,rqdata_sm_standard_1w_20200102_20260711_v2,79812,rqdata_sm_standard_1w_20140808_20260711_v2
long_horizon_daily_v1,sn,sn.MAIN,1d,3890,56538,rqdata_sn_standard_1d_20200102_20260711_v2,82715,rqdata_sn_standard_1d_20150327_20260711_v2
long_horizon_daily_v1,sn,sn.MAIN,1w,3891,56539,rqdata_sn_standard_1w_20200102_20260711_v2,79813,rqdata_sn_standard_1w_20150327_20260711_v2
long_horizon_daily_v1,sp,sp.MAIN,1d,3940,56540,rqdata_sp_standard_1d_20200102_20260711_v2,82723,rqdata_sp_standard_1d_20181127_20260711_v2
long_horizon_daily_v1,sp,sp.MAIN,1w,3941,56541,rqdata_sp_standard_1w_20200102_20260711_v2,79814,rqdata_sp_standard_1w_20181127_20260711_v2
long_horizon_daily_v1,sr,sr.MAIN,1d,3974,56542,rqdata_sr_standard_1d_20200102_20260711_v2,82677,rqdata_sr_standard_1d_20060106_20260711_v2
long_horizon_daily_v1,sr,sr.MAIN,1w,3975,56543,rqdata_sr_standard_1w_20200102_20260711_v2,79815,rqdata_sr_standard_1w_20060106_20260711_v2
long_horizon_daily_v1,ss,ss.MAIN,1d,4079,56544,rqdata_ss_standard_1d_20200102_20260711_v2,82729,rqdata_ss_standard_1d_20190925_20260711_v2
long_horizon_daily_v1,ss,ss.MAIN,1w,4080,56545,rqdata_ss_standard_1w_20200102_20260711_v2,79816,rqdata_ss_standard_1w_20190925_20260711_v2
long_horizon_daily_v1,t,t.MAIN,1d,4121,56546,rqdata_t_standard_1d_20200102_20260711_v2,82713,rqdata_t_standard_1d_20150320_20260711_v2
long_horizon_daily_v1,t,t.MAIN,1w,4122,56547,rqdata_t_standard_1w_20200102_20260711_v2,79817,rqdata_t_standard_1w_20150320_20260711_v2
long_horizon_daily_v1,ta,ta.MAIN,1d,4144,56548,rqdata_ta_standard_1d_20200102_20260711_v2,82679,rqdata_ta_standard_1d_20061218_20260711_v2
long_horizon_daily_v1,ta,ta.MAIN,1w,4145,56549,rqdata_ta_standard_1w_20200102_20260711_v2,79818,rqdata_ta_standard_1w_20061218_20260711_v2
long_horizon_daily_v1,tf,tf.MAIN,1d,4186,56550,rqdata_tf_standard_1d_20200102_20260711_v2,82700,rqdata_tf_standard_1d_20130906_20260711_v2
long_horizon_daily_v1,tf,tf.MAIN,1w,4187,56551,rqdata_tf_standard_1w_20200102_20260711_v2,79819,rqdata_tf_standard_1w_20130906_20260711_v2
long_horizon_daily_v1,tl,tl.MAIN,1d,4202,41241,rqdata_tl_standard_1d_20230103_20260707_v2,71697,rqdata_tl_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,tl,tl.MAIN,1w,4203,55744,rqdata_tl_standard_1w_20230103_20260710_v2,71698,rqdata_tl_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,ts,ts.MAIN,1d,4244,56552,rqdata_ts_standard_1d_20200102_20260711_v2,82722,rqdata_ts_standard_1d_20180817_20260711_v2
long_horizon_daily_v1,ts,ts.MAIN,1w,4245,56553,rqdata_ts_standard_1w_20200102_20260711_v2,79820,rqdata_ts_standard_1w_20180817_20260711_v2
long_horizon_daily_v1,ur,ur.MAIN,1d,4278,56554,rqdata_ur_standard_1d_20200102_20260711_v2,82726,rqdata_ur_standard_1d_20190809_20260711_v2
long_horizon_daily_v1,ur,ur.MAIN,1w,4279,56555,rqdata_ur_standard_1w_20200102_20260711_v2,79821,rqdata_ur_standard_1w_20190809_20260711_v2
long_horizon_daily_v1,v,v.MAIN,1d,4301,56556,rqdata_v_standard_1d_20200102_20260711_v2,82686,rqdata_v_standard_1d_20090525_20260711_v2
long_horizon_daily_v1,v,v.MAIN,1w,4302,56557,rqdata_v_standard_1w_20200102_20260711_v2,79822,rqdata_v_standard_1w_20090525_20260711_v2
long_horizon_daily_v1,v_f,v_f.MAIN,1d,4308,41248,rqdata_v_f_standard_1d_20230103_20260707_v2,71700,rqdata_v_f_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,v_f,v_f.MAIN,1w,4309,55748,rqdata_v_f_standard_1w_20230103_20260710_v2,71701,rqdata_v_f_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,wr,wr.MAIN,1w,4372,56561,rqdata_wr_standard_1w_20200102_20260711_v2,79824,rqdata_wr_standard_1w_20090327_20260711_v2
long_horizon_daily_v1,y,y.MAIN,1d,4403,56562,rqdata_y_standard_1d_20200102_20260711_v2,82678,rqdata_y_standard_1d_20060109_20260711_v2
long_horizon_daily_v1,y,y.MAIN,1w,4404,56563,rqdata_y_standard_1w_20200102_20260711_v2,79825,rqdata_y_standard_1w_20060109_20260711_v2
long_horizon_daily_v1,zc,zc.MAIN,1w,4463,56565,rqdata_zc_standard_1w_20200102_20260711_v2,79826,rqdata_zc_standard_1w_20150518_20260711_v2
long_horizon_daily_v1,zn,zn.MAIN,1d,4537,56566,rqdata_zn_standard_1d_20200102_20260711_v2,82680,rqdata_zn_standard_1d_20070326_20260711_v2
long_horizon_daily_v1,zn,zn.MAIN,1w,4538,56567,rqdata_zn_standard_1w_20200102_20260711_v2,79827,rqdata_zn_standard_1w_20070326_20260711_v2
