product,contract,period,dedupe_key,final_classification,classification_source,conflicting_fields,contract_role,file_count,occurrence_count,value_ranges
ss,SS2608,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [14790.0, 14810.0], 'close': None, 'volume': [75801.0, 109852.0]}"
ss,SS2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [14610.0, 14745.0], 'close': None, 'volume': [124582.0, 241628.0]}"
ss,SS2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [14360.0, 14545.0], 'close': None, 'volume': [166498.0, 327821.0]}"
ta,TA2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [6150.0, 6430.0], 'close': None, 'volume': [452414.0, 986271.0]}"
ta,TA2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [6428.0, 6496.0], 'close': None, 'volume': [596477.0, 777802.0]}"
ta,TA2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [6362.0, 6424.0], 'close': None, 'volume': [583256.0, 851399.0]}"
ta,TA2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [6416.0, 6422.0], 'close': None, 'volume': [548019.0, 768595.0]}"
ta,TA2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [6040.0, 6096.0], 'close': None, 'volume': [1143978.0, 1483054.0]}"
ta,TA2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [6090.0, 6132.0], 'close': None, 'volume': [505089.0, 749114.0]}"
ta,TA2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [6288.0, 6318.0], 'close': None, 'volume': [878204.0, 1198256.0]}"
ta,TA2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [6136.0, 6336.0], 'close': None, 'volume': [1229076.0, 1743283.0]}"
ta,TA2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5426.0, 5480.0], 'close': None, 'volume': [685371.0, 936602.0]}"
ta,TA2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5410.0, 5460.0], 'close': None, 'volume': [486438.0, 738614.0]}"
v,V2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5032.0, 5155.0], 'close': None, 'volume': [881688.0, 1475017.0]}"
v,V2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5140.0, 5186.0], 'close': None, 'volume': [634370.0, 995713.0]}"
v,V2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5140.0, 5145.0], 'close': None, 'volume': [499605.0, 867292.0]}"
v,V2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5030.0, 5035.0], 'close': None, 'volume': [793315.0, 1121585.0]}"
v,V2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [4830.0, 4925.0], 'close': None, 'volume': [905564.0, 1163105.0]}"
v,V2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [4911.0, 4961.0], 'close': None, 'volume': [703811.0, 1182229.0]}"
v,V2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [4748.0, 4769.0], 'close': None, 'volume': [677539.0, 1030669.0]}"
v,V2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [4738.0, 4750.0], 'close': None, 'volume': [811050.0, 1213504.0]}"
v,V2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [4384.0, 4398.0], 'close': None, 'volume': [610214.0, 889921.0]}"
v,V2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [4466.0, 4483.0], 'close': None, 'volume': [505865.0, 830385.0]}"
wr,WR2609,1d,2026-05-14,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3410.0, 3448.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-05-15,covered_warning,cross_file_conflict,"['open', 'high', 'low', 'close']",actual_contract,2,2,"{'open': [3392.0, 3419.0], 'close': [3392.0, 3419.0], 'volume': None}"
wr,WR2609,1d,2026-05-21,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3419.0, 3480.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [3422.0, 3425.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-05-26,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [3399.0, 3426.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-05-27,covered_warning,cross_file_conflict,"['open', 'high', 'low', 'close']",actual_contract,2,2,"{'open': [3385.0, 3389.0], 'close': [3385.0, 3389.0], 'volume': None}"
wr,WR2609,1d,2026-05-28,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3389.0, 3400.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-05-29,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3370.0, 3372.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-01,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3343.0, 3344.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-02,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3339.0, 3360.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-03,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3364.0, 3375.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-04,covered_warning,cross_file_conflict,"['open', 'high', 'low', 'close']",actual_contract,2,2,"{'open': [3374.0, 3385.0], 'close': [3374.0, 3385.0], 'volume': None}"
wr,WR2609,1d,2026-06-10,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [3374.0, 3378.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-11,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3355.0, 3378.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-12,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [3360.0, 3376.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-16,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [3376.0, 3390.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-18,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3359.0, 3390.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-22,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [3381.0, 3388.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-23,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [3381.0, 3385.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-25,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3385.0, 3402.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-26,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3345.0, 3346.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-06-30,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3362.0, 3369.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-07-02,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3357.0, 3358.0], 'close': None, 'volume': None}"
wr,WR2609,1d,2026-07-07,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [3340.0, 3343.0], 'close': None, 'volume': None}"
y,Y2609,1d,2026-04-13,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8482.0, 8523.0], 'close': None, 'volume': [164052.0, 256778.0]}"
y,Y2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8397.0, 8450.0], 'close': None, 'volume': [144167.0, 270871.0]}"
y,Y2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8520.0, 8573.0], 'close': None, 'volume': [158590.0, 248370.0]}"
y,Y2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8487.0, 8531.0], 'close': None, 'volume': [186606.0, 266728.0]}"
y,Y2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8430.0, 8455.0], 'close': None, 'volume': [159972.0, 260785.0]}"
y,Y2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [8460.0, 8495.0], 'close': None, 'volume': [195567.0, 265922.0]}"
y,Y2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8562.0, 8573.0], 'close': None, 'volume': [163457.0, 250996.0]}"
y,Y2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [8421.0, 8440.0], 'close': None, 'volume': [254576.0, 345186.0]}"
y,Y2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [8315.0, 8343.0], 'close': None, 'volume': [173238.0, 248108.0]}"
y,Y2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8440.0, 8460.0], 'close': None, 'volume': [143825.0, 242065.0]}"
y,Y2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8403.0, 8440.0], 'close': None, 'volume': [220663.0, 282430.0]}"
zn,ZN2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [24005.0, 24310.0], 'close': None, 'volume': [72207.0, 148764.0]}"
zn,ZN2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [24400.0, 24505.0], 'close': None, 'volume': [58754.0, 104618.0]}"
