action,reason,profile_id,instrument_symbol,contract_code,contract_role,period,binding_id,current_file_id,target_file_id,target_data_version
replace,data_role=superseded,intraday_research_v1,y,y.MAIN,dominant_main,5m,783,56414,71501,rqdata_y_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,y,y.MAIN,dominant_main,60m,784,56417,71504,rqdata_y_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zc,zc.MAIN,dominant_main,15m,785,56419,71506,rqdata_zc_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zc,zc.MAIN,dominant_main,30m,787,56420,71507,rqdata_zc_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zc,zc.MAIN,dominant_main,5m,788,56418,71505,rqdata_zc_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zc,zc.MAIN,dominant_main,60m,789,56421,71508,rqdata_zc_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zn,zn.MAIN,dominant_main,15m,790,56423,71378,rqdata_zn_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zn,zn.MAIN,dominant_main,30m,793,56424,71379,rqdata_zn_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zn,zn.MAIN,dominant_main,5m,794,56422,71377,rqdata_zn_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,zn,zn.MAIN,dominant_main,60m,795,56425,71380,rqdata_zn_standard_60m_20200102_20260711_v2
add,formal_actual_1m_binding_missing,live_observation_v1,jm,JM2609,actual_contract,1m,,,103923,actual_dominant_roll_006_JM2609_1m_20260708_20260710_v1
replace,data_role=superseded,live_observation_v1,jm,jm.MAIN,dominant_main,1m,4541,33205,82791,rqdata_jm_standard_1m_20130322_20260711_v2
deactivate,data_role=superseded,live_observation_v1,jm,jm.MAIN,dominant_main,1w,4542,56483,,
deactivate,data_role=superseded,live_observation_v1,jm,jm.MAIN,dominant_main,30m,4543,33208,,
deactivate,data_role=superseded,live_observation_v1,jm,jm.MAIN,dominant_main,60m,4545,33209,,
deactivate,data_role=superseded,long_horizon_daily_v1,fb,fb.MAIN,dominant_main,1d,1833,55840,,
deactivate,data_role=superseded,long_horizon_daily_v1,jr,jr.MAIN,dominant_main,1d,2485,55864,,
deactivate,data_role=superseded,long_horizon_daily_v1,jr,jr.MAIN,dominant_main,1w,2486,55865,,
deactivate,data_role=superseded,long_horizon_daily_v1,pm,pm.MAIN,dominant_main,1d,3266,55904,,
deactivate,data_role=superseded,long_horizon_daily_v1,pm,pm.MAIN,dominant_main,1w,3267,55905,,
deactivate,data_role=superseded,long_horizon_daily_v1,ri,ri.MAIN,dominant_main,1d,3410,55920,,
deactivate,data_role=superseded,long_horizon_daily_v1,ri,ri.MAIN,dominant_main,1w,3411,55921,,
