profile_id,instrument_symbol,contract_code,period,group_key,block_reason,market_data_file_id,evidence_source
intraday_research_v1,lg,lg.MAIN,30m,lg|lg.MAIN|30m,frozen_baseline_reference,41106,rulebook
intraday_research_v1,lg,lg.MAIN,5m,lg|lg.MAIN|5m,frozen_baseline_reference,41104,rulebook
intraday_research_v1,lg,lg.MAIN,60m,lg|lg.MAIN|60m,frozen_baseline_reference,41107,rulebook
intraday_research_v1,lh,lh.MAIN,15m,lh|lh.MAIN|15m,frozen_baseline_reference,41111,rulebook
intraday_research_v1,lh,lh.MAIN,1d,lh|lh.MAIN|1d,frozen_baseline_reference,41114,rulebook
intraday_research_v1,lh,lh.MAIN,1m,lh|lh.MAIN|1m,frozen_baseline_reference,41109,rulebook
intraday_research_v1,lh,lh.MAIN,30m,lh|lh.MAIN|30m,frozen_baseline_reference,41112,rulebook
intraday_research_v1,lh,lh.MAIN,5m,lh|lh.MAIN|5m,frozen_baseline_reference,41110,rulebook
intraday_research_v1,lh,lh.MAIN,60m,lh|lh.MAIN|60m,frozen_baseline_reference,41113,rulebook
intraday_research_v1,lu,lu.MAIN,15m,lu|lu.MAIN|15m,frozen_baseline_reference,41117,rulebook
intraday_research_v1,lu,lu.MAIN,1d,lu|lu.MAIN|1d,frozen_baseline_reference,41120,rulebook
intraday_research_v1,lu,lu.MAIN,1m,lu|lu.MAIN|1m,frozen_baseline_reference,41115,rulebook
intraday_research_v1,lu,lu.MAIN,30m,lu|lu.MAIN|30m,frozen_baseline_reference,41118,rulebook
intraday_research_v1,lu,lu.MAIN,5m,lu|lu.MAIN|5m,frozen_baseline_reference,41116,rulebook
