product,contract_type,contract_role,symbol_or_contract,period,expected_start,expected_end,actual_min,actual_max,status,gap_start,gap_end,quality_status,file_path,recommended_action,segment_contract,segment_start,segment_end
bc,roll,actual_contract,BC2311,1d,2020-11-19,2026-07-10,2023-08-24,2023-09-26,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2311/BC2311_1d_20230824_20230926.parquet,none,BC2311,2023-08-24,2023-09-26
bc,roll,actual_contract,BC2312,1d,2020-11-19,2026-07-10,2023-09-27,2023-10-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2312/BC2312_1d_20230927_20231025.parquet,none,BC2312,2023-09-27,2023-10-25
bc,roll,actual_contract,BC2401,1d,2020-11-19,2026-07-10,2023-10-26,2023-11-16,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2401/BC2401_1d_20231026_20231116.parquet,none,BC2401,2023-10-26,2023-11-16
bc,roll,actual_contract,BC2402,1d,2020-11-19,2026-07-10,2023-11-17,2023-12-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2402/BC2402_1d_20231117_20231225.parquet,none,BC2402,2023-11-17,2023-12-25
bc,roll,actual_contract,BC2403,1d,2020-11-19,2026-07-10,2023-12-26,2024-02-06,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2403/BC2403_1d_20231226_20240206.parquet,none,BC2403,2023-12-26,2024-02-06
bc,roll,actual_contract,BC2404,1d,2020-11-19,2026-07-10,2024-02-07,2024-03-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2404/BC2404_1d_20240207_20240307.parquet,none,BC2404,2024-02-07,2024-03-07
bc,roll,actual_contract,BC2405,1d,2020-11-19,2026-07-10,2024-03-08,2024-04-03,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2405/BC2405_1d_20240308_20240403.parquet,none,BC2405,2024-03-08,2024-04-03
bc,roll,actual_contract,BC2406,1d,2020-11-19,2026-07-10,2024-04-08,2024-05-16,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2406/BC2406_1d_20240408_20240516.parquet,none,BC2406,2024-04-08,2024-05-16
bc,roll,actual_contract,BC2407,1d,2020-11-19,2026-07-10,2024-05-17,2024-06-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2407/BC2407_1d_20240517_20240607.parquet,none,BC2407,2024-05-17,2024-06-07
bc,roll,actual_contract,BC2408,1d,2020-11-19,2026-07-10,2024-06-11,2024-07-17,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2408/BC2408_1d_20240611_20240717.parquet,none,BC2408,2024-06-11,2024-07-17
bc,roll,actual_contract,BC2409,1d,2020-11-19,2026-07-10,2024-07-18,2024-08-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2409/BC2409_1d_20240718_20240820.parquet,none,BC2409,2024-07-18,2024-08-20
bc,roll,actual_contract,BC2410,1d,2020-11-19,2026-07-10,2024-08-21,2024-09-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2410/BC2410_1d_20240821_20240910.parquet,none,BC2410,2024-08-21,2024-09-10
bc,roll,actual_contract,BC2411,1d,2020-11-19,2026-07-10,2024-09-11,2024-10-22,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2411/BC2411_1d_20240911_20241022.parquet,none,BC2411,2024-09-11,2024-10-22
bc,roll,actual_contract,BC2412,1d,2020-11-19,2026-07-10,2024-10-23,2024-11-22,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2412/BC2412_1d_20241023_20241122.parquet,none,BC2412,2024-10-23,2024-11-22
bc,roll,actual_contract,BC2501,1d,2020-11-19,2026-07-10,2024-11-25,2024-12-23,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2501/BC2501_1d_20241125_20241223.parquet,none,BC2501,2024-11-25,2024-12-23
bc,roll,actual_contract,BC2502,1d,2020-11-19,2026-07-10,2024-12-24,2025-01-23,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2502/BC2502_1d_20241224_20250123.parquet,none,BC2502,2024-12-24,2025-01-23
bc,roll,actual_contract,BC2503,1d,2020-11-19,2026-07-10,2025-01-24,2025-02-19,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2503/BC2503_1d_20250124_20250219.parquet,none,BC2503,2025-01-24,2025-02-19
bc,roll,actual_contract,BC2504,1d,2020-11-19,2026-07-10,2025-02-20,2025-03-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2504/BC2504_1d_20250220_20250313.parquet,none,BC2504,2025-02-20,2025-03-13
bc,roll,actual_contract,BC2505,1d,2020-11-19,2026-07-10,2025-03-14,2025-05-06,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2505/BC2505_1d_20250314_20250506.parquet,none,BC2505,2025-03-14,2025-05-06
bc,roll,actual_contract,BC2506,1d,2020-11-19,2026-07-10,2025-05-07,2025-05-28,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2506/BC2506_1d_20250507_20250528.parquet,none,BC2506,2025-05-07,2025-05-28
bc,roll,actual_contract,BC2507,1d,2020-11-19,2026-07-10,2025-05-29,2025-06-24,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2507/BC2507_1d_20250529_20250624.parquet,none,BC2507,2025-05-29,2025-06-24
bc,roll,actual_contract,BC2508,1d,2020-11-19,2026-07-10,2025-06-25,2025-07-29,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2508/BC2508_1d_20250625_20250729.parquet,none,BC2508,2025-06-25,2025-07-29
bc,roll,actual_contract,BC2509,1d,2020-11-19,2026-07-10,2025-07-30,2025-08-28,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2509/BC2509_1d_20250730_20250828.parquet,none,BC2509,2025-07-30,2025-08-28
bc,roll,actual_contract,BC2510,1d,2020-11-19,2026-07-10,2025-08-29,2025-09-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2510/BC2510_1d_20250829_20250925.parquet,none,BC2510,2025-08-29,2025-09-25
bc,roll,actual_contract,BC2511,1d,2020-11-19,2026-07-10,2025-09-26,2025-10-30,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2511/BC2511_1d_20250926_20251030.parquet,none,BC2511,2025-09-26,2025-10-30
bc,roll,actual_contract,BC2512,1d,2020-11-19,2026-07-10,2025-10-31,2025-11-27,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2512/BC2512_1d_20251031_20251127.parquet,none,BC2512,2025-10-31,2025-11-27
bc,roll,actual_contract,BC2601,1d,2020-11-19,2026-07-10,2025-11-28,2025-12-26,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2601/BC2601_1d_20251128_20251226.parquet,none,BC2601,2025-11-28,2025-12-26
bc,roll,actual_contract,BC2602,1d,2020-11-19,2026-07-10,2025-12-29,2026-01-26,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2602/BC2602_1d_20251229_20260126.parquet,none,BC2602,2025-12-29,2026-01-26
bc,roll,actual_contract,BC2603,1d,2020-11-19,2026-07-10,2026-01-27,2026-02-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2603/BC2603_1d_20260127_20260213.parquet,none,BC2603,2026-01-27,2026-02-13
bc,roll,actual_contract,BC2604,1d,2020-11-19,2026-07-10,2026-02-24,2026-03-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2604/BC2604_1d_20260224_20260325.parquet,none,BC2604,2026-02-24,2026-03-25
bc,roll,actual_contract,BC2605,1d,2020-11-19,2026-07-10,2026-03-26,2026-04-24,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2605/BC2605_1d_20260326_20260424.parquet,none,BC2605,2026-03-26,2026-04-24
bc,roll,actual_contract,BC2606,1d,2020-11-19,2026-07-10,2026-04-27,2026-05-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2606/BC2606_1d_20260427_20260525.parquet,none,BC2606,2026-04-27,2026-05-25
bc,roll,actual_contract,BC2607,1d,2020-11-19,2026-07-10,2026-05-26,2026-06-24,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2607/BC2607_1d_20260526_20260624.parquet,none,BC2607,2026-05-26,2026-06-24
bc,roll,actual_contract,BC2608,1d,2020-11-19,2026-07-10,2026-04-01,2026-07-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2608/BC2608_1d_20260401_20260707.parquet,none,BC2608,2026-07-07,2026-07-07
bc,roll,actual_contract,BC2103,1w,2020-11-19,2026-07-10,2020-11-27,2021-01-08,partial_segment,2020-11-19,2021-01-14,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2103/BC2103_1w_20201119_20210114.parquet,actual_contract_roll_write,BC2103,2020-11-19,2021-01-14
bc,roll,actual_contract,BC2104,1w,2020-11-19,2026-07-10,2021-01-22,2021-02-19,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2104/BC2104_1w_20210115_20210222.parquet,none,BC2104,2021-01-15,2021-02-22
bc,roll,actual_contract,BC2105,1w,2020-11-19,2026-07-10,2021-03-05,2021-03-26,partial_segment,2021-02-23,2021-03-30,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2105/BC2105_1w_20210223_20210330.parquet,actual_contract_roll_write,BC2105,2021-02-23,2021-03-30
bc,roll,actual_contract,BC2106,1w,2020-11-19,2026-07-10,2021-04-09,2021-04-30,partial_segment,2021-03-31,2021-04-30,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2106/BC2106_1w_20210331_20210430.parquet,actual_contract_roll_write,BC2106,2021-03-31,2021-04-30
bc,roll,actual_contract,BC2107,1w,2020-11-19,2026-07-10,2021-05-07,2021-05-28,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2107/BC2107_1w_20210506_20210602.parquet,none,BC2107,2021-05-06,2021-06-02
bc,roll,actual_contract,BC2108,1w,2020-11-19,2026-07-10,2021-06-11,2021-06-25,partial_segment,2021-06-03,2021-06-30,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2108/BC2108_1w_20210603_20210630.parquet,actual_contract_roll_write,BC2108,2021-06-03,2021-06-30
bc,roll,actual_contract,BC2109,1w,2020-11-19,2026-07-10,2021-07-09,2021-07-23,partial_segment,2021-07-01,2021-07-27,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2109/BC2109_1w_20210701_20210727.parquet,actual_contract_roll_write,BC2109,2021-07-01,2021-07-27
bc,roll,actual_contract,BC2110,1w,2020-11-19,2026-07-10,2021-08-06,2021-08-27,partial_segment,2021-07-28,2021-08-27,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2110/BC2110_1w_20210728_20210827.parquet,actual_contract_roll_write,BC2110,2021-07-28,2021-08-27
bc,roll,actual_contract,BC2111,1w,2020-11-19,2026-07-10,2021-09-03,2021-09-03,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2111/BC2111_1w_20210830_20210908.parquet,none,BC2111,2021-08-30,2021-09-08
bc,roll,actual_contract,BC2112,1w,2020-11-19,2026-07-10,2021-09-17,2021-10-22,partial_segment,2021-09-09,2021-10-26,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2112/BC2112_1w_20210909_20211026.parquet,actual_contract_roll_write,BC2112,2021-09-09,2021-10-26
bc,roll,actual_contract,BC2201,1w,2020-11-19,2026-07-10,2021-11-05,2021-11-26,partial_segment,2021-10-27,2021-11-26,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2201/BC2201_1w_20211027_20211126.parquet,actual_contract_roll_write,BC2201,2021-10-27,2021-11-26
bc,roll,actual_contract,BC2202,1w,2020-11-19,2026-07-10,2021-12-03,2021-12-17,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2202/BC2202_1w_20211129_20211221.parquet,none,BC2202,2021-11-29,2021-12-21
bc,roll,actual_contract,BC2203,1w,2020-11-19,2026-07-10,2021-12-31,2022-01-21,partial_segment,2021-12-22,2022-01-26,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2203/BC2203_1w_20211222_20220126.parquet,actual_contract_roll_write,BC2203,2021-12-22,2022-01-26
bc,roll,actual_contract,BC2204,1w,2020-11-19,2026-07-10,2022-02-11,2022-02-18,partial_segment,2022-01-27,2022-02-24,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2204/BC2204_1w_20220127_20220224.parquet,actual_contract_roll_write,BC2204,2022-01-27,2022-02-24
bc,roll,actual_contract,BC2205,1w,2020-11-19,2026-07-10,2022-03-04,2022-03-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2205/BC2205_1w_20220225_20220325.parquet,none,BC2205,2022-02-25,2022-03-25
bc,roll,actual_contract,BC2206,1w,2020-11-19,2026-07-10,2022-04-01,2022-04-22,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2206/BC2206_1w_20220328_20220422.parquet,none,BC2206,2022-03-28,2022-04-22
bc,roll,actual_contract,BC2207,1w,2020-11-19,2026-07-10,2022-04-29,2022-05-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2207/BC2207_1w_20220425_20220526.parquet,none,BC2207,2022-04-25,2022-05-26
bc,roll,actual_contract,BC2208,1w,2020-11-19,2026-07-10,2022-06-02,2022-06-24,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2208/BC2208_1w_20220527_20220624.parquet,none,BC2208,2022-05-27,2022-06-24
bc,roll,actual_contract,BC2209,1w,2020-11-19,2026-07-10,2022-07-01,2022-07-22,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2209/BC2209_1w_20220627_20220728.parquet,none,BC2209,2022-06-27,2022-07-28
bc,roll,actual_contract,BC2210,1w,2020-11-19,2026-07-10,2022-08-05,2022-08-26,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2210/BC2210_1w_20220729_20220829.parquet,none,BC2210,2022-07-29,2022-08-29
bc,roll,actual_contract,BC2211,1w,2020-11-19,2026-07-10,2022-09-09,2022-09-23,partial_segment,2022-08-30,2022-09-26,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2211/BC2211_1w_20220830_20220926.parquet,actual_contract_roll_write,BC2211,2022-08-30,2022-09-26
bc,roll,actual_contract,BC2212,1w,2020-11-19,2026-07-10,2022-10-14,2022-10-21,partial_segment,2022-09-27,2022-10-24,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2212/BC2212_1w_20220927_20221024.parquet,actual_contract_roll_write,BC2212,2022-09-27,2022-10-24
bc,roll,actual_contract,BC2301,1w,2020-11-19,2026-07-10,2022-11-04,2022-11-25,partial_segment,2022-10-25,2022-11-25,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2301/BC2301_1w_20221025_20221125.parquet,actual_contract_roll_write,BC2301,2022-10-25,2022-11-25
bc,roll,actual_contract,BC2302,1w,2020-11-19,2026-07-10,2022-12-02,2022-12-23,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2302/BC2302_1w_20221128_20221223.parquet,none,BC2302,2022-11-28,2022-12-23
bc,roll,actual_contract,BC2303,1w,2020-11-19,2026-07-10,2022-12-30,2022-12-30,partial_segment,2022-12-26,2023-01-30,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=BC2303/BC2303_1w_20221226_20221230.parquet,actual_contract_roll_write,BC2303,2022-12-26,2023-01-30
bc,roll,actual_contract,BC2304,1w,2020-11-19,2026-07-10,,,missing_segment,2023-01-31,2023-02-24,,,actual_contract_roll_write,BC2304,2023-01-31,2023-02-24
bc,roll,actual_contract,BC2305,1w,2020-11-19,2026-07-10,,,missing_segment,2023-02-27,2023-03-23,,,actual_contract_roll_write,BC2305,2023-02-27,2023-03-23
bc,roll,actual_contract,BC2307,1w,2020-11-19,2026-07-10,,,missing_segment,2023-03-24,2023-04-14,,,actual_contract_roll_write,BC2307,2023-03-24,2023-04-14
bc,roll,actual_contract,BC2306,1w,2020-11-19,2026-07-10,,,missing_segment,2023-04-17,2023-04-26,,,actual_contract_roll_write,BC2306,2023-04-17,2023-04-26
bc,roll,actual_contract,BC2308,1w,2020-11-19,2026-07-10,,,missing_segment,2023-04-27,2023-06-09,,,actual_contract_roll_write,BC2308,2023-04-27,2023-06-09
bc,roll,actual_contract,BC2309,1w,2020-11-19,2026-07-10,,,missing_segment,2023-06-12,2023-07-07,,,actual_contract_roll_write,BC2309,2023-06-12,2023-07-07
bc,roll,actual_contract,BC2310,1w,2020-11-19,2026-07-10,,,missing_segment,2023-07-10,2023-08-23,,,actual_contract_roll_write,BC2310,2023-07-10,2023-08-23
bc,roll,actual_contract,BC2311,1w,2020-11-19,2026-07-10,,,missing_segment,2023-08-24,2023-09-26,,,actual_contract_roll_write,BC2311,2023-08-24,2023-09-26
bc,roll,actual_contract,BC2312,1w,2020-11-19,2026-07-10,,,missing_segment,2023-09-27,2023-10-25,,,actual_contract_roll_write,BC2312,2023-09-27,2023-10-25
bc,roll,actual_contract,BC2401,1w,2020-11-19,2026-07-10,,,missing_segment,2023-10-26,2023-11-16,,,actual_contract_roll_write,BC2401,2023-10-26,2023-11-16
bc,roll,actual_contract,BC2402,1w,2020-11-19,2026-07-10,,,missing_segment,2023-11-17,2023-12-25,,,actual_contract_roll_write,BC2402,2023-11-17,2023-12-25
bc,roll,actual_contract,BC2403,1w,2020-11-19,2026-07-10,,,missing_segment,2023-12-26,2024-02-06,,,actual_contract_roll_write,BC2403,2023-12-26,2024-02-06
bc,roll,actual_contract,BC2404,1w,2020-11-19,2026-07-10,,,missing_segment,2024-02-07,2024-03-07,,,actual_contract_roll_write,BC2404,2024-02-07,2024-03-07
bc,roll,actual_contract,BC2405,1w,2020-11-19,2026-07-10,,,missing_segment,2024-03-08,2024-04-03,,,actual_contract_roll_write,BC2405,2024-03-08,2024-04-03
bc,roll,actual_contract,BC2406,1w,2020-11-19,2026-07-10,,,missing_segment,2024-04-08,2024-05-16,,,actual_contract_roll_write,BC2406,2024-04-08,2024-05-16
bc,roll,actual_contract,BC2407,1w,2020-11-19,2026-07-10,,,missing_segment,2024-05-17,2024-06-07,,,actual_contract_roll_write,BC2407,2024-05-17,2024-06-07
