product,contract_type,contract_role,symbol_or_contract,period,expected_start,expected_end,actual_min,actual_max,status,gap_start,gap_end,quality_status,file_path,recommended_action,segment_contract,segment_start,segment_end
m,roll,actual_contract,M0605,1w,2000-07-17,2026-07-10,,,missing_segment,2005-10-26,2006-02-17,,,actual_contract_roll_write,M0605,2005-10-26,2006-02-17
m,roll,actual_contract,M0609,1w,2000-07-17,2026-07-10,,,missing_segment,2006-02-20,2006-05-11,,,actual_contract_roll_write,M0609,2006-02-20,2006-05-11
m,roll,actual_contract,M0611,1w,2000-07-17,2026-07-10,,,missing_segment,2006-05-12,2006-07-31,,,actual_contract_roll_write,M0611,2006-05-12,2006-07-31
m,roll,actual_contract,M0701,1w,2000-07-17,2026-07-10,,,missing_segment,2006-08-01,2006-10-19,,,actual_contract_roll_write,M0701,2006-08-01,2006-10-19
m,roll,actual_contract,M0705,1w,2000-07-17,2026-07-10,,,missing_segment,2006-10-20,2007-01-31,,,actual_contract_roll_write,M0705,2006-10-20,2007-01-31
m,roll,actual_contract,M0709,1w,2000-07-17,2026-07-10,,,missing_segment,2007-02-01,2007-07-03,,,actual_contract_roll_write,M0709,2007-02-01,2007-07-03
m,roll,actual_contract,M0801,1w,2000-07-17,2026-07-10,,,missing_segment,2007-07-04,2007-08-23,,,actual_contract_roll_write,M0801,2007-07-04,2007-08-23
m,roll,actual_contract,M0805,1w,2000-07-17,2026-07-10,,,missing_segment,2007-08-24,2007-12-13,,,actual_contract_roll_write,M0805,2007-08-24,2007-12-13
m,roll,actual_contract,M0809,1w,2000-07-17,2026-07-10,,,missing_segment,2007-12-14,2008-06-25,,,actual_contract_roll_write,M0809,2007-12-14,2008-06-25
m,roll,actual_contract,M0901,1w,2000-07-17,2026-07-10,,,missing_segment,2008-06-26,2008-10-31,,,actual_contract_roll_write,M0901,2008-06-26,2008-10-31
m,roll,actual_contract,M0905,1w,2000-07-17,2026-07-10,2008-11-07,2009-02-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M0905/M0905_1w_20081103_20090224.parquet,none,M0905,2008-11-03,2009-02-24
m,roll,actual_contract,M0909,1w,2000-07-17,2026-07-10,2009-03-06,2009-06-12,partial_segment,2009-02-25,2009-06-12,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M0909/M0909_1w_20090225_20090612.parquet,actual_contract_roll_write,M0909,2009-02-25,2009-06-12
m,roll,actual_contract,M1001,1w,2000-07-17,2026-07-10,2009-06-19,2009-07-24,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1001/M1001_1w_20090615_20090730.parquet,none,M1001,2009-06-15,2009-07-30
m,roll,actual_contract,M1005,1w,2000-07-17,2026-07-10,2009-08-07,2009-11-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1005/M1005_1w_20090731_20091120.parquet,none,M1005,2009-07-31,2009-11-20
m,roll,actual_contract,M1009,1w,2000-07-17,2026-07-10,2009-11-27,2010-04-30,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1009/M1009_1w_20091123_20100504.parquet,none,M1009,2009-11-23,2010-05-04
m,roll,actual_contract,M1101,1w,2000-07-17,2026-07-10,2010-05-14,2010-07-16,partial_segment,2010-05-05,2010-07-19,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1101/M1101_1w_20100505_20100719.parquet,actual_contract_roll_write,M1101,2010-05-05,2010-07-19
m,roll,actual_contract,M1105,1w,2000-07-17,2026-07-10,2010-07-30,2010-10-22,partial_segment,2010-07-20,2010-10-25,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1105/M1105_1w_20100720_20101025.parquet,actual_contract_roll_write,M1105,2010-07-20,2010-10-25
m,roll,actual_contract,M1109,1w,2000-07-17,2026-07-10,2010-11-05,2011-03-11,partial_segment,2010-10-26,2011-03-14,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1109/M1109_1w_20101026_20110314.parquet,actual_contract_roll_write,M1109,2010-10-26,2011-03-14
m,roll,actual_contract,M1201,1w,2000-07-17,2026-07-10,2011-03-25,2011-07-01,partial_segment,2011-03-15,2011-07-07,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1201/M1201_1w_20110315_20110707.parquet,actual_contract_roll_write,M1201,2011-03-15,2011-07-07
m,roll,actual_contract,M1205,1w,2000-07-17,2026-07-10,2011-07-15,2011-12-16,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1205/M1205_1w_20110708_20111221.parquet,none,M1205,2011-07-08,2011-12-21
m,roll,actual_contract,M1209,1w,2000-07-17,2026-07-10,2011-12-30,2012-05-11,partial_segment,2011-12-22,2012-05-16,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1209/M1209_1w_20111222_20120516.parquet,actual_contract_roll_write,M1209,2011-12-22,2012-05-16
m,roll,actual_contract,M1301,1w,2000-07-17,2026-07-10,2012-05-25,2012-11-09,partial_segment,2012-05-17,2012-11-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1301/M1301_1w_20120517_20121115.parquet,actual_contract_roll_write,M1301,2012-05-17,2012-11-15
m,roll,actual_contract,M1305,1w,2000-07-17,2026-07-10,2012-11-23,2013-02-08,partial_segment,2012-11-16,2013-02-18,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1305/M1305_1w_20121116_20130218.parquet,actual_contract_roll_write,M1305,2012-11-16,2013-02-18
m,roll,actual_contract,M1309,1w,2000-07-17,2026-07-10,2013-03-01,2013-05-31,partial_segment,2013-02-19,2013-06-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1309/M1309_1w_20130219_20130603.parquet,actual_contract_roll_write,M1309,2013-02-19,2013-06-03
m,roll,actual_contract,M1401,1w,2000-07-17,2026-07-10,2013-06-14,2013-11-01,partial_segment,2013-06-04,2013-11-01,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1401/M1401_1w_20130604_20131101.parquet,actual_contract_roll_write,M1401,2013-06-04,2013-11-01
m,roll,actual_contract,M1405,1w,2000-07-17,2026-07-10,2013-11-08,2014-02-28,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1405/M1405_1w_20131104_20140303.parquet,none,M1405,2013-11-04,2014-03-03
m,roll,actual_contract,M1409,1w,2000-07-17,2026-07-10,2014-03-14,2014-06-27,partial_segment,2014-03-04,2014-07-02,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1409/M1409_1w_20140304_20140702.parquet,actual_contract_roll_write,M1409,2014-03-04,2014-07-02
m,roll,actual_contract,M1501,1w,2000-07-17,2026-07-10,2014-07-11,2014-08-29,partial_segment,2014-07-03,2014-09-01,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1501/M1501_1w_20140703_20140901.parquet,actual_contract_roll_write,M1501,2014-07-03,2014-09-01
m,roll,actual_contract,M1505,1w,2000-07-17,2026-07-10,2014-09-12,2015-02-27,partial_segment,2014-09-02,2015-02-27,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1505/M1505_1w_20140902_20150227.parquet,actual_contract_roll_write,M1505,2014-09-02,2015-02-27
m,roll,actual_contract,M1509,1w,2000-07-17,2026-07-10,2015-03-06,2015-07-17,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1509/M1509_1w_20150302_20150723.parquet,none,M1509,2015-03-02,2015-07-23
m,roll,actual_contract,M1601,1w,2000-07-17,2026-07-10,2015-07-31,2015-11-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1601/M1601_1w_20150724_20151123.parquet,none,M1601,2015-07-24,2015-11-23
m,roll,actual_contract,M1605,1w,2000-07-17,2026-07-10,2015-12-04,2016-02-26,partial_segment,2015-11-24,2016-03-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1605/M1605_1w_20151124_20160303.parquet,actual_contract_roll_write,M1605,2015-11-24,2016-03-03
m,roll,actual_contract,M1609,1w,2000-07-17,2026-07-10,2016-03-11,2016-07-15,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1609/M1609_1w_20160304_20160721.parquet,none,M1609,2016-03-04,2016-07-21
m,roll,actual_contract,M1701,1w,2000-07-17,2026-07-10,2016-07-29,2016-11-11,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1701/M1701_1w_20160722_20161114.parquet,none,M1701,2016-07-22,2016-11-14
m,roll,actual_contract,M1705,1w,2000-07-17,2026-07-10,2016-11-25,2017-03-17,partial_segment,2016-11-15,2017-03-17,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1705/M1705_1w_20161115_20170317.parquet,actual_contract_roll_write,M1705,2016-11-15,2017-03-17
m,roll,actual_contract,M1709,1w,2000-07-17,2026-07-10,2017-03-24,2017-07-21,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1709/M1709_1w_20170320_20170726.parquet,none,M1709,2017-03-20,2017-07-26
m,roll,actual_contract,M1801,1w,2000-07-17,2026-07-10,2017-08-04,2017-11-17,partial_segment,2017-07-27,2017-11-22,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1801/M1801_1w_20170727_20171122.parquet,actual_contract_roll_write,M1801,2017-07-27,2017-11-22
m,roll,actual_contract,M1805,1w,2000-07-17,2026-07-10,2017-12-01,2018-03-09,partial_segment,2017-11-23,2018-03-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1805/M1805_1w_20171123_20180315.parquet,actual_contract_roll_write,M1805,2017-11-23,2018-03-15
m,roll,actual_contract,M1809,1w,2000-07-17,2026-07-10,2018-03-23,2018-06-29,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1809/M1809_1w_20180316_20180704.parquet,none,M1809,2018-03-16,2018-07-04
m,roll,actual_contract,M1901,1w,2000-07-17,2026-07-10,2018-07-13,2018-11-23,partial_segment,2018-07-05,2018-11-26,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1901/M1901_1w_20180705_20181126.parquet,actual_contract_roll_write,M1901,2018-07-05,2018-11-26
m,roll,actual_contract,M1905,1w,2000-07-17,2026-07-10,2018-12-07,2019-03-29,partial_segment,2018-11-27,2019-03-29,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1905/M1905_1w_20181127_20190329.parquet,actual_contract_roll_write,M1905,2018-11-27,2019-03-29
m,roll,actual_contract,M1909,1w,2000-07-17,2026-07-10,2019-04-04,2019-08-02,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M1909/M1909_1w_20190401_20190805.parquet,none,M1909,2019-04-01,2019-08-05
m,roll,actual_contract,M2001,1w,2000-07-17,2026-07-10,2019-08-16,2019-11-01,partial_segment,2019-08-06,2019-11-04,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2001/M2001_1w_20190806_20191104.parquet,actual_contract_roll_write,M2001,2019-08-06,2019-11-04
m,roll,actual_contract,M2005,1w,2000-07-17,2026-07-10,2020-01-10,2020-02-28,partial_segment,2019-11-05,2020-03-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2005/M2005_1w_20200102_20200303.parquet,actual_contract_roll_write,M2005,2019-11-05,2020-03-03
m,roll,actual_contract,M2009,1w,2000-07-17,2026-07-10,2020-03-13,2020-07-24,partial_segment,2020-03-04,2020-07-24,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2009/M2009_1w_20200304_20200724.parquet,actual_contract_roll_write,M2009,2020-03-04,2020-07-24
m,roll,actual_contract,M2101,1w,2000-07-17,2026-07-10,2020-07-31,2020-10-30,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2101/M2101_1w_20200727_20201105.parquet,none,M2101,2020-07-27,2020-11-05
m,roll,actual_contract,M2105,1w,2000-07-17,2026-07-10,2020-11-13,2021-03-12,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2105/M2105_1w_20201106_20210316.parquet,none,M2105,2020-11-06,2021-03-16
m,roll,actual_contract,M2109,1w,2000-07-17,2026-07-10,2021-03-26,2021-07-30,partial_segment,2021-03-17,2021-08-05,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2109/M2109_1w_20210317_20210805.parquet,actual_contract_roll_write,M2109,2021-03-17,2021-08-05
m,roll,actual_contract,M2201,1w,2000-07-17,2026-07-10,2021-08-13,2021-11-19,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2201/M2201_1w_20210806_20211124.parquet,none,M2201,2021-08-06,2021-11-24
m,roll,actual_contract,M2205,1w,2000-07-17,2026-07-10,2021-12-03,2022-03-25,partial_segment,2021-11-25,2022-03-28,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2205/M2205_1w_20211125_20220328.parquet,actual_contract_roll_write,M2205,2021-11-25,2022-03-28
m,roll,actual_contract,M2209,1w,2000-07-17,2026-07-10,2022-04-08,2022-08-05,partial_segment,2022-03-29,2022-08-09,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2209/M2209_1w_20220329_20220809.parquet,actual_contract_roll_write,M2209,2022-03-29,2022-08-09
m,roll,actual_contract,M2301,1w,2000-07-17,2026-07-10,2022-08-19,2022-12-09,partial_segment,2022-08-10,2022-12-14,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2301/M2301_1w_20220810_20221214.parquet,actual_contract_roll_write,M2301,2022-08-10,2022-12-14
m,roll,actual_contract,M2305,1w,2000-07-17,2026-07-10,2022-12-23,2022-12-30,partial_segment,2022-12-15,2023-04-06,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=m/contract=M2305/M2305_1w_20221215_20221230.parquet,actual_contract_roll_write,M2305,2022-12-15,2023-04-06
m,roll,actual_contract,M2309,1w,2000-07-17,2026-07-10,,,missing_segment,2023-04-07,2023-08-03,,,actual_contract_roll_write,M2309,2023-04-07,2023-08-03
m,roll,actual_contract,M2401,1w,2000-07-17,2026-07-10,,,missing_segment,2023-08-04,2023-12-04,,,actual_contract_roll_write,M2401,2023-08-04,2023-12-04
m,roll,actual_contract,M2405,1w,2000-07-17,2026-07-10,,,missing_segment,2023-12-05,2024-03-28,,,actual_contract_roll_write,M2405,2023-12-05,2024-03-28
m,roll,actual_contract,M2409,1w,2000-07-17,2026-07-10,,,missing_segment,2024-03-29,2024-08-08,,,actual_contract_roll_write,M2409,2024-03-29,2024-08-08
m,roll,actual_contract,M2501,1w,2000-07-17,2026-07-10,,,missing_segment,2024-08-09,2024-11-06,,,actual_contract_roll_write,M2501,2024-08-09,2024-11-06
m,roll,actual_contract,M2505,1w,2000-07-17,2026-07-10,,,missing_segment,2024-11-07,2025-03-28,,,actual_contract_roll_write,M2505,2024-11-07,2025-03-28
m,roll,actual_contract,M2509,1w,2000-07-17,2026-07-10,,,missing_segment,2025-03-31,2025-08-05,,,actual_contract_roll_write,M2509,2025-03-31,2025-08-05
m,roll,actual_contract,M2601,1w,2000-07-17,2026-07-10,,,missing_segment,2025-08-06,2025-11-28,,,actual_contract_roll_write,M2601,2025-08-06,2025-11-28
m,roll,actual_contract,M2605,1w,2000-07-17,2026-07-10,,,missing_segment,2025-12-01,2026-04-02,,,actual_contract_roll_write,M2605,2025-12-01,2026-04-02
m,roll,actual_contract,M2609,1w,2000-07-17,2026-07-10,,,missing_segment,2026-04-03,2026-07-07,,,actual_contract_roll_write,M2609,2026-04-03,2026-07-07
ma,roll,actual_contract,MA1506,1m,2014-06-17,2026-07-10,,,missing_segment,2014-06-17,2015-04-16,,,actual_contract_roll_write,MA1506,2014-06-17,2015-04-16
ma,roll,actual_contract,MA1509,1m,2014-06-17,2026-07-10,,,missing_segment,2015-04-17,2015-07-27,,,actual_contract_roll_write,MA1509,2015-04-17,2015-07-27
ma,roll,actual_contract,MA1601,1m,2014-06-17,2026-07-10,,,missing_segment,2015-07-28,2015-11-27,,,actual_contract_roll_write,MA1601,2015-07-28,2015-11-27
ma,roll,actual_contract,MA1605,1m,2014-06-17,2026-07-10,,,missing_segment,2015-11-30,2016-04-08,,,actual_contract_roll_write,MA1605,2015-11-30,2016-04-08
ma,roll,actual_contract,MA1609,1m,2014-06-17,2026-07-10,,,missing_segment,2016-04-11,2016-08-09,,,actual_contract_roll_write,MA1609,2016-04-11,2016-08-09
ma,roll,actual_contract,MA1701,1m,2014-06-17,2026-07-10,,,missing_segment,2016-08-10,2016-12-01,,,actual_contract_roll_write,MA1701,2016-08-10,2016-12-01
ma,roll,actual_contract,MA1705,1m,2014-06-17,2026-07-10,,,missing_segment,2016-12-02,2017-04-06,,,actual_contract_roll_write,MA1705,2016-12-02,2017-04-06
ma,roll,actual_contract,MA1709,1m,2014-06-17,2026-07-10,,,missing_segment,2017-04-07,2017-08-04,,,actual_contract_roll_write,MA1709,2017-04-07,2017-08-04
ma,roll,actual_contract,MA1801,1m,2014-06-17,2026-07-10,,,missing_segment,2017-08-07,2017-12-08,,,actual_contract_roll_write,MA1801,2017-08-07,2017-12-08
ma,roll,actual_contract,MA1805,1m,2014-06-17,2026-07-10,,,missing_segment,2017-12-11,2018-04-11,,,actual_contract_roll_write,MA1805,2017-12-11,2018-04-11
ma,roll,actual_contract,MA1809,1m,2014-06-17,2026-07-10,,,missing_segment,2018-04-12,2018-08-08,,,actual_contract_roll_write,MA1809,2018-04-12,2018-08-08
ma,roll,actual_contract,MA1901,1m,2014-06-17,2026-07-10,,,missing_segment,2018-08-09,2018-12-12,,,actual_contract_roll_write,MA1901,2018-08-09,2018-12-12
ma,roll,actual_contract,MA1905,1m,2014-06-17,2026-07-10,,,missing_segment,2018-12-13,2019-04-12,,,actual_contract_roll_write,MA1905,2018-12-13,2019-04-12
ma,roll,actual_contract,MA1909,1m,2014-06-17,2026-07-10,,,missing_segment,2019-04-15,2019-08-15,,,actual_contract_roll_write,MA1909,2019-04-15,2019-08-15
ma,roll,actual_contract,MA2001,1m,2014-06-17,2026-07-10,,,missing_segment,2019-08-16,2019-12-12,,,actual_contract_roll_write,MA2001,2019-08-16,2019-12-12
ma,roll,actual_contract,MA2005,1m,2014-06-17,2026-07-10,,,missing_segment,2019-12-13,2020-04-10,,,actual_contract_roll_write,MA2005,2019-12-13,2020-04-10
ma,roll,actual_contract,MA2009,1m,2014-06-17,2026-07-10,,,missing_segment,2020-04-13,2020-08-14,,,actual_contract_roll_write,MA2009,2020-04-13,2020-08-14
ma,roll,actual_contract,MA2101,1m,2014-06-17,2026-07-10,,,missing_segment,2020-08-17,2020-12-11,,,actual_contract_roll_write,MA2101,2020-08-17,2020-12-11
ma,roll,actual_contract,MA2105,1m,2014-06-17,2026-07-10,,,missing_segment,2020-12-14,2021-04-13,,,actual_contract_roll_write,MA2105,2020-12-14,2021-04-13
ma,roll,actual_contract,MA2109,1m,2014-06-17,2026-07-10,,,missing_segment,2021-04-14,2021-08-12,,,actual_contract_roll_write,MA2109,2021-04-14,2021-08-12
ma,roll,actual_contract,MA2201,1m,2014-06-17,2026-07-10,,,missing_segment,2021-08-13,2021-12-14,,,actual_contract_roll_write,MA2201,2021-08-13,2021-12-14
ma,roll,actual_contract,MA2205,1m,2014-06-17,2026-07-10,,,missing_segment,2021-12-15,2022-04-13,,,actual_contract_roll_write,MA2205,2021-12-15,2022-04-13
ma,roll,actual_contract,MA2209,1m,2014-06-17,2026-07-10,,,missing_segment,2022-04-14,2022-08-15,,,actual_contract_roll_write,MA2209,2022-04-14,2022-08-15
ma,roll,actual_contract,MA2301,1m,2014-06-17,2026-07-10,,,missing_segment,2022-08-16,2022-12-14,,,actual_contract_roll_write,MA2301,2022-08-16,2022-12-14
ma,roll,actual_contract,MA2305,1m,2014-06-17,2026-07-10,2023-01-03,2023-04-12,partial_segment,2022-12-15,2023-04-12,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2305/MA2305_1m_20230103_20230412.parquet,actual_contract_roll_write,MA2305,2022-12-15,2023-04-12
ma,roll,actual_contract,MA2309,1m,2014-06-17,2026-07-10,2023-04-12,2023-08-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2309/MA2309_1m_20230413_20230807.parquet,none,MA2309,2023-04-13,2023-08-07
ma,roll,actual_contract,MA2401,1m,2014-06-17,2026-07-10,2023-08-07,2023-12-06,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2401/MA2401_1m_20230808_20231206.parquet,none,MA2401,2023-08-08,2023-12-06
ma,roll,actual_contract,MA2405,1m,2014-06-17,2026-07-10,2023-12-06,2024-04-11,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2405/MA2405_1m_20231207_20240411.parquet,none,MA2405,2023-12-07,2024-04-11
ma,roll,actual_contract,MA2409,1m,2014-06-17,2026-07-10,2024-04-11,2024-08-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2409/MA2409_1m_20240412_20240813.parquet,none,MA2409,2024-04-12,2024-08-13
ma,roll,actual_contract,MA2501,1m,2014-06-17,2026-07-10,2024-08-13,2024-12-09,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2501/MA2501_1m_20240814_20241209.parquet,none,MA2501,2024-08-14,2024-12-09
ma,roll,actual_contract,MA2505,1m,2014-06-17,2026-07-10,2024-12-09,2025-04-11,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2505/MA2505_1m_20241210_20250411.parquet,none,MA2505,2024-12-10,2025-04-11
ma,roll,actual_contract,MA2509,1m,2014-06-17,2026-07-10,2025-04-11,2025-08-11,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2509/MA2509_1m_20250414_20250811.parquet,none,MA2509,2025-04-14,2025-08-11
ma,roll,actual_contract,MA2601,1m,2014-06-17,2026-07-10,2025-08-11,2025-12-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2601/MA2601_1m_20250812_20251210.parquet,none,MA2601,2025-08-12,2025-12-10
ma,roll,actual_contract,MA2605,1m,2014-06-17,2026-07-10,2025-12-10,2026-04-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2605/MA2605_1m_20251211_20260413.parquet,none,MA2605,2025-12-11,2026-04-13
ma,roll,actual_contract,MA2609,1m,2014-06-17,2026-07-10,2026-03-31,2026-07-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ma/contract=MA2609/MA2609_1m_20260401_20260707.parquet,none,MA2609,2026-04-14,2026-07-07
ma,roll,actual_contract,MA1506,1d,2014-06-17,2026-07-10,,,missing_segment,2014-06-17,2015-04-16,,,actual_contract_roll_write,MA1506,2014-06-17,2015-04-16
ma,roll,actual_contract,MA1509,1d,2014-06-17,2026-07-10,,,missing_segment,2015-04-17,2015-07-27,,,actual_contract_roll_write,MA1509,2015-04-17,2015-07-27
ma,roll,actual_contract,MA1601,1d,2014-06-17,2026-07-10,,,missing_segment,2015-07-28,2015-11-27,,,actual_contract_roll_write,MA1601,2015-07-28,2015-11-27
ma,roll,actual_contract,MA1605,1d,2014-06-17,2026-07-10,,,missing_segment,2015-11-30,2016-04-08,,,actual_contract_roll_write,MA1605,2015-11-30,2016-04-08
ma,roll,actual_contract,MA1609,1d,2014-06-17,2026-07-10,,,missing_segment,2016-04-11,2016-08-09,,,actual_contract_roll_write,MA1609,2016-04-11,2016-08-09
ma,roll,actual_contract,MA1701,1d,2014-06-17,2026-07-10,,,missing_segment,2016-08-10,2016-12-01,,,actual_contract_roll_write,MA1701,2016-08-10,2016-12-01
