product,contract_code,period,market_data_file_id,data_version,quality_status,file_path,start_time,end_time,duplicate_group_size,decision,current_market_data_file_id
ad,AD2609,1m,33875,rq_acb_ad_AD2609_1m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_1m_20260401_20260707.parquet,2026-03-31T21:01:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47802
ad,AD2609,1m,47802,rq_acb_ad_AD2609_1m_20260707_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_1m_20260707_20260707.parquet,2026-07-06T21:01:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,47802
ad,AD2609,30m,33608,rqdata_actual_contract_bars_ad_AD2609_30m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_30m_20260401_20260707.parquet,2026-03-31T21:30:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47805
ad,AD2609,30m,33878,rq_acb_ad_AD2609_30m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_30m_20260401_20260707.parquet,2026-03-31T21:30:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47805
ad,AD2609,30m,47805,rq_acb_ad_AD2609_30m_20260707_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_30m_20260707_20260707.parquet,2026-07-06T21:30:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,47805
ad,AD2609,5m,33606,rqdata_actual_contract_bars_ad_AD2609_5m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_5m_20260401_20260707.parquet,2026-03-31T21:05:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47803
ad,AD2609,5m,33876,rq_acb_ad_AD2609_5m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_5m_20260401_20260707.parquet,2026-03-31T21:05:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47803
ad,AD2609,5m,47803,rq_acb_ad_AD2609_5m_20260707_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_5m_20260707_20260707.parquet,2026-07-06T21:05:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,47803
ad,AD2609,60m,33609,rqdata_actual_contract_bars_ad_AD2609_60m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_60m_20260401_20260707.parquet,2026-03-31T22:00:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47806
ad,AD2609,60m,33879,rq_acb_ad_AD2609_60m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_60m_20260401_20260707.parquet,2026-03-31T22:00:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47806
ad,AD2609,60m,47806,rq_acb_ad_AD2609_60m_20260707_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_60m_20260707_20260707.parquet,2026-07-06T22:00:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,47806
ad,ad.MAIN,15m,56075,rqdata_ad_standard_15m_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_15m_20230103_20260711_v2.parquet,2025-06-10T09:15:00+00:00,2026-07-10T15:00:00+00:00,3,mark_superseded,71703
ad,ad.MAIN,15m,40890,rqdata_ad_standard_15m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_15m_20230103_20260707_v2.parquet,2025-06-10T09:15:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,71703
ad,ad.MAIN,15m,71703,rqdata_ad_standard_15m_20230103_20260712_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_15m_20230103_20260712_v2.parquet,2025-06-10T09:15:00+00:00,2026-07-10T15:00:00+00:00,3,keep_primary,71703
ad,ad.MAIN,1d,40893,rqdata_ad_standard_1d_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260707_v2.parquet,2025-06-10T00:00:00+00:00,2026-07-07T00:00:00+00:00,4,mark_superseded,71646
ad,ad.MAIN,1d,55798,rqdata_ad_standard_1d_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260711_v2.parquet,2025-06-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,4,mark_superseded,71646
ad,ad.MAIN,1d,55575,rqdata_ad_standard_1d_20230103_20260710_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260710_v2.parquet,2025-06-10T00:00:00+00:00,2026-07-09T00:00:00+00:00,4,mark_superseded,71646
ad,ad.MAIN,1d,71646,rqdata_ad_standard_1d_20230103_20260712_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260712_v2.parquet,2025-06-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,4,keep_primary,71646
ad,ad.MAIN,1m,40888,rqdata_ad_standard_1m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1m_20230103_20260707_v2.parquet,2025-06-10T09:01:00+00:00,2026-07-07T15:00:00+00:00,4,mark_superseded,71645
