product,metadata_type,applicability,status,reason,evidence_start,evidence_end,period,residual_scope,recommended_next_task
tf,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
tl,contract_universe,applicable,unverified,blocked_by_trading_calendar,2023-04-21,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
tl,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2023-04-21,2026-06-24,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
tl,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
tl,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2023-04-21,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
tl,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
ts,contract_universe,applicable,unverified,blocked_by_trading_calendar,2018-08-17,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
ts,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2018-08-17,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
ts,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
ts,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2018-08-17,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
ts,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
ur,contract_universe,applicable,unverified,blocked_by_trading_calendar,2019-08-09,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
ur,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2019-08-09,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
ur,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
ur,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2019-08-09,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
ur,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
v,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
v,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2009-05-25,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
v,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
v,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2009-05-25,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
v,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
v_f,contract_universe,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
v_f,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
v_f,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
v_f,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
v_f,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
wh,contract_universe,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
wh,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
wh,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
wh,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
wh,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
wr,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
wr,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2009-03-27,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
wr,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
wr,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-10-16,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
wr,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
y,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
y,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2006-01-09,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
y,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
y,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2008-01-16,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
y,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
zc,contract_universe,applicable,unverified,blocked_by_trading_calendar,2015-05-18,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
zc,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2015-05-18,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
zc,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
zc,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2015-05-18,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
zc,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
zn,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
zn,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2007-03-26,2026-07-07,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
zn,trading_calendar,applicable,gap,calendar_boundary_incomplete,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
zn,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-10-16,2026-07-10,not_applicable,downstream_blocked,B2-04A-recheck-after-calendar-closure
zn,trading_session,applicable,unverified,historical_scope_unverified,,,not_applicable,root,B2-04A-calendar-session-evidence-triage
