product,contract_role,symbol_or_contract,period,start_date,end_date,evidence_source,provider,data_role,quality_status,manifest_status,manifest_or_db_row_count,db_market_data_file_id,data_quality_report_status,physical_path,physical_exists,duckdb_row_count,duckdb_min_datetime,duckdb_max_datetime,duckdb_error,checksum_status,row_count_status
a,actual_contract,A2209,1d,2022-06-16,2022-08-23,"db_market_data_file,manifest",rqdata,primary,passed,success,49,66767.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2209/A2209_1d_20220616_20220823.parquet,True,49.0,2022-06-16T00:00:00,2022-08-23T00:00:00,,checksum_unverified,matched
a,actual_contract,A2209,1w,2022-06-24,2022-08-19,"db_market_data_file,manifest",rqdata,primary,passed,success,9,66769.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2209/A2209_1w_20220616_20220823.parquet,True,9.0,2022-06-24T00:00:00,2022-08-19T00:00:00,,checksum_unverified,matched
a,actual_contract,A2211,1d,2022-08-24,2022-10-12,"db_market_data_file,manifest",rqdata,primary,passed,success,30,66771.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2211/A2211_1d_20220824_20221012.parquet,True,30.0,2022-08-24T00:00:00,2022-10-12T00:00:00,,checksum_unverified,matched
a,actual_contract,A2211,1w,2022-09-02,2022-09-30,"db_market_data_file,manifest",rqdata,primary,passed,success,5,66773.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2211/A2211_1w_20220824_20221012.parquet,True,5.0,2022-09-02T00:00:00,2022-09-30T00:00:00,,checksum_unverified,matched
a,actual_contract,A2301,1d,2022-10-13,2022-12-12,"db_market_data_file,manifest",rqdata,primary,passed,success,43,66775.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2301/A2301_1d_20221013_20221212.parquet,True,43.0,2022-10-13T00:00:00,2022-12-12T00:00:00,,checksum_unverified,matched
a,actual_contract,A2301,1w,2022-10-21,2022-12-09,"db_market_data_file,manifest",rqdata,primary,passed,success,8,66777.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2301/A2301_1w_20221013_20221212.parquet,True,8.0,2022-10-21T00:00:00,2022-12-09T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,15m,2023-01-03,2023-04-06,"db_market_data_file,manifest",rqdata,primary,passed,success,1402,45368.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2305/A2305_15m_20230103_20230406.parquet,True,1402.0,2023-01-03T09:15:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1d,2022-12-13,2022-12-30,"db_market_data_file,manifest",rqdata,primary,passed,success,14,66779.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20221213_20221230.parquet,True,14.0,2022-12-13T00:00:00,2022-12-30T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1d,2023-01-03,2023-04-06,db_market_data_file,rqdata,primary,passed,,62,41264.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20230103_20230406.parquet,True,62.0,2023-01-03T00:00:00,2023-04-06T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1m,2023-01-03,2023-04-06,"db_market_data_file,manifest",rqdata,primary,passed,success,21030,45366.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2305/A2305_1m_20230103_20230406.parquet,True,21030.0,2023-01-03T09:01:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1w,2022-12-23,2022-12-30,"db_market_data_file,manifest",rqdata,primary,passed,success,2,66781.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2305/A2305_1w_20221213_20221230.parquet,True,2.0,2022-12-23T00:00:00,2022-12-30T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,30m,2023-01-03,2023-04-06,"db_market_data_file,manifest",rqdata,primary,passed,success,732,45369.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2305/A2305_30m_20230103_20230406.parquet,True,732.0,2023-01-03T09:30:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,5m,2023-01-03,2023-04-06,"db_market_data_file,manifest",rqdata,primary,passed,success,4206,45367.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2305/A2305_5m_20230103_20230406.parquet,True,4206.0,2023-01-03T09:05:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,60m,2023-01-03,2023-04-06,"db_market_data_file,manifest",rqdata,primary,passed,success,428,45370.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2305/A2305_60m_20230103_20230406.parquet,True,428.0,2023-01-03T10:00:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,15m,2023-04-06,2023-06-12,"db_market_data_file,manifest",rqdata,primary,passed,success,1004,45374.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2307/A2307_15m_20230407_20230612.parquet,True,1004.0,2023-04-06T21:15:00,2023-06-12T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,1d,2023-04-07,2023-06-12,db_market_data_file,rqdata,primary,passed,,44,41266.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2307/A2307_1d_20230407_20230612.parquet,True,44.0,2023-04-07T00:00:00,2023-06-12T00:00:00,,checksum_unverified,matched
a,actual_contract,A2307,1m,2023-04-06,2023-06-12,"db_market_data_file,manifest",rqdata,primary,passed,success,15060,45372.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2307/A2307_1m_20230407_20230612.parquet,True,15060.0,2023-04-06T21:01:00,2023-06-12T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,30m,2023-04-06,2023-06-12,"db_market_data_file,manifest",rqdata,primary,passed,success,524,45375.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2307/A2307_30m_20230407_20230612.parquet,True,524.0,2023-04-06T21:30:00,2023-06-12T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,5m,2023-04-06,2023-06-12,"db_market_data_file,manifest",rqdata,primary,passed,success,3012,45373.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2307/A2307_5m_20230407_20230612.parquet,True,3012.0,2023-04-06T21:05:00,2023-06-12T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,60m,2023-04-06,2023-06-12,"db_market_data_file,manifest",rqdata,primary,passed,success,306,45376.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2307/A2307_60m_20230407_20230612.parquet,True,306.0,2023-04-06T22:00:00,2023-06-12T15:00:00,,checksum_unverified,matched
a,actual_contract,A2309,15m,2023-06-12,2023-08-16,"db_market_data_file,manifest",rqdata,primary,passed,success,1027,45380.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2309/A2309_15m_20230613_20230816.parquet,True,1027.0,2023-06-12T21:15:00,2023-08-16T15:00:00,,checksum_unverified,matched
a,actual_contract,A2309,1d,2023-06-13,2023-08-16,db_market_data_file,rqdata,primary,passed,,45,41268.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2309/A2309_1d_20230613_20230816.parquet,True,45.0,2023-06-13T00:00:00,2023-08-16T00:00:00,,checksum_unverified,matched
a,actual_contract,A2309,1m,2023-06-12,2023-08-16,"db_market_data_file,manifest",rqdata,primary,passed,success,15405,45378.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2309/A2309_1m_20230613_20230816.parquet,True,15405.0,2023-06-12T21:01:00,2023-08-16T15:00:00,,checksum_unverified,matched
a,actual_contract,A2309,30m,2023-06-12,2023-08-16,"db_market_data_file,manifest",rqdata,primary,passed,success,536,45381.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2309/A2309_30m_20230613_20230816.parquet,True,536.0,2023-06-12T21:30:00,2023-08-16T15:00:00,,checksum_unverified,matched
a,actual_contract,A2309,5m,2023-06-12,2023-08-16,"db_market_data_file,manifest",rqdata,primary,passed,success,3081,45379.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2309/A2309_5m_20230613_20230816.parquet,True,3081.0,2023-06-12T21:05:00,2023-08-16T15:00:00,,checksum_unverified,matched
a,actual_contract,A2309,60m,2023-06-12,2023-08-16,"db_market_data_file,manifest",rqdata,primary,passed,success,313,45382.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2309/A2309_60m_20230613_20230816.parquet,True,313.0,2023-06-12T22:00:00,2023-08-16T15:00:00,,checksum_unverified,matched
a,actual_contract,A2311,15m,2023-08-16,2023-10-17,"db_market_data_file,manifest",rqdata,primary,passed,success,866,45386.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2311/A2311_15m_20230817_20231017.parquet,True,866.0,2023-08-16T21:15:00,2023-10-17T15:00:00,,checksum_unverified,matched
a,actual_contract,A2311,1d,2023-08-17,2023-10-17,db_market_data_file,rqdata,primary,passed,,38,41270.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2311/A2311_1d_20230817_20231017.parquet,True,38.0,2023-08-17T00:00:00,2023-10-17T00:00:00,,checksum_unverified,matched
a,actual_contract,A2311,1m,2023-08-16,2023-10-17,"db_market_data_file,manifest",rqdata,primary,passed,success,12990,45384.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2311/A2311_1m_20230817_20231017.parquet,True,12990.0,2023-08-16T21:01:00,2023-10-17T15:00:00,,checksum_unverified,matched
a,actual_contract,A2311,30m,2023-08-16,2023-10-17,"db_market_data_file,manifest",rqdata,primary,passed,success,452,45387.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2311/A2311_30m_20230817_20231017.parquet,True,452.0,2023-08-16T21:30:00,2023-10-17T15:00:00,,checksum_unverified,matched
a,actual_contract,A2311,5m,2023-08-16,2023-10-17,"db_market_data_file,manifest",rqdata,primary,passed,success,2598,45385.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2311/A2311_5m_20230817_20231017.parquet,True,2598.0,2023-08-16T21:05:00,2023-10-17T15:00:00,,checksum_unverified,matched
a,actual_contract,A2311,60m,2023-08-16,2023-10-17,"db_market_data_file,manifest",rqdata,primary,passed,success,264,45388.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2311/A2311_60m_20230817_20231017.parquet,True,264.0,2023-08-16T22:00:00,2023-10-17T15:00:00,,checksum_unverified,matched
a,actual_contract,A2401,15m,2023-10-17,2023-12-13,"db_market_data_file,manifest",rqdata,primary,passed,success,943,45392.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2401/A2401_15m_20231018_20231213.parquet,True,943.0,2023-10-17T21:15:00,2023-12-13T15:00:00,,checksum_unverified,matched
a,actual_contract,A2401,1d,2023-10-18,2023-12-13,db_market_data_file,rqdata,primary,passed,,41,41272.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2401/A2401_1d_20231018_20231213.parquet,True,41.0,2023-10-18T00:00:00,2023-12-13T00:00:00,,checksum_unverified,matched
a,actual_contract,A2401,1m,2023-10-17,2023-12-13,"db_market_data_file,manifest",rqdata,primary,passed,success,14145,45390.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2401/A2401_1m_20231018_20231213.parquet,True,14145.0,2023-10-17T21:01:00,2023-12-13T15:00:00,,checksum_unverified,matched
a,actual_contract,A2401,30m,2023-10-17,2023-12-13,"db_market_data_file,manifest",rqdata,primary,passed,success,492,45393.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2401/A2401_30m_20231018_20231213.parquet,True,492.0,2023-10-17T21:30:00,2023-12-13T15:00:00,,checksum_unverified,matched
a,actual_contract,A2401,5m,2023-10-17,2023-12-13,"db_market_data_file,manifest",rqdata,primary,passed,success,2829,45391.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2401/A2401_5m_20231018_20231213.parquet,True,2829.0,2023-10-17T21:05:00,2023-12-13T15:00:00,,checksum_unverified,matched
a,actual_contract,A2401,60m,2023-10-17,2023-12-13,"db_market_data_file,manifest",rqdata,primary,passed,success,287,45394.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2401/A2401_60m_20231018_20231213.parquet,True,287.0,2023-10-17T22:00:00,2023-12-13T15:00:00,,checksum_unverified,matched
a,actual_contract,A2403,15m,2023-12-13,2024-02-22,"db_market_data_file,manifest",rqdata,primary,passed,success,996,45398.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2403/A2403_15m_20231214_20240222.parquet,True,996.0,2023-12-13T21:15:00,2024-02-22T15:00:00,,checksum_unverified,matched
a,actual_contract,A2403,1d,2023-12-14,2024-02-22,db_market_data_file,rqdata,primary,passed,,44,41274.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2403/A2403_1d_20231214_20240222.parquet,True,44.0,2023-12-14T00:00:00,2024-02-22T00:00:00,,checksum_unverified,matched
a,actual_contract,A2403,1m,2023-12-13,2024-02-22,"db_market_data_file,manifest",rqdata,primary,passed,success,14940,45396.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2403/A2403_1m_20231214_20240222.parquet,True,14940.0,2023-12-13T21:01:00,2024-02-22T15:00:00,,checksum_unverified,matched
a,actual_contract,A2403,30m,2023-12-13,2024-02-22,"db_market_data_file,manifest",rqdata,primary,passed,success,520,45399.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2403/A2403_30m_20231214_20240222.parquet,True,520.0,2023-12-13T21:30:00,2024-02-22T15:00:00,,checksum_unverified,matched
a,actual_contract,A2403,5m,2023-12-13,2024-02-22,"db_market_data_file,manifest",rqdata,primary,passed,success,2988,45397.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2403/A2403_5m_20231214_20240222.parquet,True,2988.0,2023-12-13T21:05:00,2024-02-22T15:00:00,,checksum_unverified,matched
a,actual_contract,A2403,60m,2023-12-13,2024-02-22,"db_market_data_file,manifest",rqdata,primary,passed,success,304,45400.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2403/A2403_60m_20231214_20240222.parquet,True,304.0,2023-12-13T22:00:00,2024-02-22T15:00:00,,checksum_unverified,matched
a,actual_contract,A2405,15m,2024-02-22,2024-04-19,"db_market_data_file,manifest",rqdata,primary,passed,success,889,45404.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2405/A2405_15m_20240223_20240419.parquet,True,889.0,2024-02-22T21:15:00,2024-04-19T15:00:00,,checksum_unverified,matched
a,actual_contract,A2405,1d,2024-02-23,2024-04-19,db_market_data_file,rqdata,primary,passed,,39,41276.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2405/A2405_1d_20240223_20240419.parquet,True,39.0,2024-02-23T00:00:00,2024-04-19T00:00:00,,checksum_unverified,matched
a,actual_contract,A2405,1m,2024-02-22,2024-04-19,"db_market_data_file,manifest",rqdata,primary,passed,success,13335,45402.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2405/A2405_1m_20240223_20240419.parquet,True,13335.0,2024-02-22T21:01:00,2024-04-19T15:00:00,,checksum_unverified,matched
a,actual_contract,A2405,30m,2024-02-22,2024-04-19,"db_market_data_file,manifest",rqdata,primary,passed,success,464,45405.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2405/A2405_30m_20240223_20240419.parquet,True,464.0,2024-02-22T21:30:00,2024-04-19T15:00:00,,checksum_unverified,matched
a,actual_contract,A2405,5m,2024-02-22,2024-04-19,"db_market_data_file,manifest",rqdata,primary,passed,success,2667,45403.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2405/A2405_5m_20240223_20240419.parquet,True,2667.0,2024-02-22T21:05:00,2024-04-19T15:00:00,,checksum_unverified,matched
a,actual_contract,A2405,60m,2024-02-22,2024-04-19,"db_market_data_file,manifest",rqdata,primary,passed,success,271,45406.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2405/A2405_60m_20240223_20240419.parquet,True,271.0,2024-02-22T22:00:00,2024-04-19T15:00:00,,checksum_unverified,matched
a,actual_contract,A2407,15m,2024-04-19,2024-06-13,"db_market_data_file,manifest",rqdata,primary,passed,success,789,45410.0,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2407/A2407_15m_20240422_20240613.parquet,True,789.0,2024-04-19T21:15:00,2024-06-13T15:00:00,,checksum_unverified,matched
